score	id	name	region	slug	idx	dist	license	source	title	page
95	166	Agia Marina	Spetses	attica-spetses	6	99999	CC BY-SA 4.0	commons-name	Heracles approaching the PG Gas Pioneer Agia Marina Beach Rhodes 22 July 2016.jpg	https://commons.wikimedia.org/wiki/File%3AHeracles%20approaching%20the%20PG%20Gas%20Pioneer%20Agia%20Marina%20Beach%20Rhodes%2022%20July%202016.jpg
95	2468	Agios Vasilios	Symi	south-aegean-symi	0	99999	by-sa 4.0	openverse:wikimedia	Beach of Agios Georgios (Agios Vasilios) 02	https://commons.wikimedia.org/w/index.php?curid=141651541
95	2468	Agios Vasilios	Symi	south-aegean-symi	1	99999	by-sa 4.0	openverse:wikimedia	Beach of Agios Georgios (Agios Vasilios) 01	https://commons.wikimedia.org/w/index.php?curid=141649203
95	834	Agios Vasilios	Thasos	east-macedonia-and-thrace-thasos	0	99999	by-sa 4.0	openverse:wikimedia	Beach of Agios Georgios (Agios Vasilios) 02	https://commons.wikimedia.org/w/index.php?curid=141651541
95	834	Agios Vasilios	Thasos	east-macedonia-and-thrace-thasos	1	99999	by-sa 4.0	openverse:wikimedia	Beach of Agios Georgios (Agios Vasilios) 01	https://commons.wikimedia.org/w/index.php?curid=141649203
95	2473	Stavros	Tilos	south-aegean-tilos	5	99999	by-sa 3.0	openverse:wikimedia	File:Crystal water of Stavros beach - Crete, Greece - panoramio.jpg	https://commons.wikimedia.org/w/index.php?curid=54653864
90	2500	Marathi	Marathi	south-aegean-marathi	1	99999	by 2.0	openverse:flickr	Marathi	https://www.flickr.com/photos/30004392@N04/9527317336
87	2504	Vathi	Achaia	west-greece-achaia-mainland	2	99999	by-sa 2.0	openverse:flickr	A beach below (Vathi Beach)	https://www.flickr.com/photos/33037982@N04/21062523161
87	2581	Gerakas	Alonissos	thessaly-alonissos	0	99999	by 2.0	openverse:flickr	Gerakas beach	https://www.flickr.com/photos/22446827@N02/2980878521
87	2581	Gerakas	Alonissos	thessaly-alonissos	1	99999	by 2.0	openverse:flickr	Gerakas Beach in Vassilikos, Zante	https://www.flickr.com/photos/26777097@N03/5876744747
87	2581	Gerakas	Alonissos	thessaly-alonissos	2	99999	by 2.0	openverse:flickr	Gerakas beach with Turtle nesting sites on Zakynthos	https://www.flickr.com/photos/22446827@N02/3742148624
87	2581	Gerakas	Alonissos	thessaly-alonissos	3	99999	by 2.0	openverse:flickr	Gerakas Beach in Vassilikos, Zante	https://www.flickr.com/photos/26777097@N03/5888923137
87	2581	Gerakas	Alonissos	thessaly-alonissos	4	99999	by 2.0	openverse:flickr	Turtle nesting site on the beach at Gerakas, Zakynthos	https://www.flickr.com/photos/22446827@N02/3741358585
87	2581	Gerakas	Alonissos	thessaly-alonissos	5	99999	by 2.0	openverse:flickr	Turtle nesting beach at Gerakas	https://www.flickr.com/photos/22446827@N02/3741411885
87	2581	Gerakas	Alonissos	thessaly-alonissos	6	99999	by 2.0	openverse:flickr	Marine park sign at Gerakas beach, Zakynthos	https://www.flickr.com/photos/22446827@N02/3741350381
87	2581	Gerakas	Alonissos	thessaly-alonissos	7	99999	by-sa 2.0	openverse:flickr	Gerakas beach	https://www.flickr.com/photos/8022405@N02/15064237376
87	2597	Megali Ammos	Alonissos	thessaly-alonissos	0	99999	by 2.0	openverse:flickr	Megali Ammos Beach Skiathos Greece	https://www.flickr.com/photos/41819313@N02/9169106660
87	2597	Megali Ammos	Alonissos	thessaly-alonissos	1	99999	by-sa 2.0	openverse:flickr	Taverna Thessaloniki, Megali Ammos	https://www.flickr.com/photos/33037982@N04/4134220483
87	2597	Megali Ammos	Alonissos	thessaly-alonissos	2	99999	by 2.0	openverse:flickr	Megali Ammos Beach 300mm	https://www.flickr.com/photos/41819313@N02/9166889939
87	2597	Megali Ammos	Alonissos	thessaly-alonissos	3	99999	by-sa 2.0	openverse:flickr	Megali Ammos	https://www.flickr.com/photos/33037982@N04/4134220695
87	3093	Megali Ammos	Alonissos	thessaly-alonissos	0	99999	by 2.0	openverse:flickr	Megali Ammos Beach Skiathos Greece	https://www.flickr.com/photos/41819313@N02/9169106660
87	3093	Megali Ammos	Alonissos	thessaly-alonissos	1	99999	by-sa 2.0	openverse:flickr	Taverna Thessaloniki, Megali Ammos	https://www.flickr.com/photos/33037982@N04/4134220483
87	3093	Megali Ammos	Alonissos	thessaly-alonissos	2	99999	by 2.0	openverse:flickr	Megali Ammos Beach 300mm	https://www.flickr.com/photos/41819313@N02/9166889939
87	3093	Megali Ammos	Alonissos	thessaly-alonissos	3	99999	by-sa 2.0	openverse:flickr	Megali Ammos	https://www.flickr.com/photos/33037982@N04/4134220695
87	1043	Sarakiniko	Antipaxos	ionian-islands-antipaxos	0	99999	by 2.0	openverse:flickr	Sarakiniko beach	https://www.flickr.com/photos/8383084@N06/5025394673
87	1043	Sarakiniko	Antipaxos	ionian-islands-antipaxos	1	99999	by 2.0	openverse:flickr	Sarakiniko beach	https://www.flickr.com/photos/8383084@N06/5025394279
87	1043	Sarakiniko	Antipaxos	ionian-islands-antipaxos	2	99999	by 2.0	openverse:flickr	Sarakiniko beach	https://www.flickr.com/photos/8383084@N06/5026009980
87	1043	Sarakiniko	Antipaxos	ionian-islands-antipaxos	3	99999	by 2.0	openverse:flickr	Sarakiniko beach	https://www.flickr.com/photos/8383084@N06/5025393909
87	976	Molos	Corfu	ionian-islands-corfu	0	99999	by 2.0	openverse:flickr	Molos beach, Paros	https://www.flickr.com/photos/58661913@N00/14755107236
87	976	Molos	Corfu	ionian-islands-corfu	1	99999	by 2.0	openverse:flickr	Molos beach, Paros	https://www.flickr.com/photos/58661913@N00/14797959873
87	976	Molos	Corfu	ionian-islands-corfu	2	99999	by 2.0	openverse:flickr	Molos beach, Paros	https://www.flickr.com/photos/58661913@N00/14774944201
87	976	Molos	Corfu	ionian-islands-corfu	3	99999	by 2.0	openverse:flickr	Molos beach, Paros	https://www.flickr.com/photos/58661913@N00/14591607927
87	949	Nissaki Beach	Corfu	ionian-islands-corfu	1	99999	by-sa 2.0	openverse:flickr	Hotel Nissaki Beach	https://www.flickr.com/photos/29699948@N00/284938167
87	47	Panorama	East Attica	attica-east-attica-mainland	0	99999	by-sa 2.0	openverse:flickr	GOLDEN BEACH PANORAMA 1. THASSOS	https://www.flickr.com/photos/46781500@N00/3500670412
87	47	Panorama	East Attica	attica-east-attica-mainland	1	99999	by-sa 2.0	openverse:flickr	GOLDEN BEACH PANORAMA 2. THASSOS	https://www.flickr.com/photos/46781500@N00/3499852575
87	1060	Porto	Erikoussa	ionian-islands-erikoussa	0	99999	by 2.0	openverse:flickr	Sailboat at Porto Koufo	https://www.flickr.com/photos/8383084@N06/2690287459
87	1060	Porto	Erikoussa	ionian-islands-erikoussa	1	99999	by 2.0	openverse:flickr	Porto Paradiso	https://www.flickr.com/photos/8383084@N06/2643519243
87	1060	Porto	Erikoussa	ionian-islands-erikoussa	2	99999	by 2.0	openverse:flickr	Porto Paradiso	https://www.flickr.com/photos/8383084@N06/2644340100
87	1060	Porto	Erikoussa	ionian-islands-erikoussa	3	99999	by 2.0	openverse:flickr	PORTO KATSIKI	https://www.flickr.com/photos/76544271@N00/135809131
87	1060	Porto	Erikoussa	ionian-islands-erikoussa	4	99999	by 2.0	openverse:flickr	PORTO KATSIKI	https://www.flickr.com/photos/76544271@N00/135792919
87	1060	Porto	Erikoussa	ionian-islands-erikoussa	5	99999	by 2.0	openverse:flickr	Porto Roma, Zante	https://www.flickr.com/photos/22446827@N02/4693324635
87	1060	Porto	Erikoussa	ionian-islands-erikoussa	6	99999	by 2.0	openverse:flickr	Porto Limnionas, Zakynthos, Greece	https://www.flickr.com/photos/22446827@N02/7604931646
87	347	Monolithos	Fokida	central-greece-fokida-mainland	0	99999	by-sa 2.0	openverse:flickr	Pietra pomice, Monolithos beach - Santorini	https://www.flickr.com/photos/79792862@N05/7393371392
87	2309	Makrygialos	Karpathos	south-aegean-karpathos	0	99999	by-sa 2.0	openverse:flickr	The Kalamokanias beach at Makrygialos, east of Ierapetra	https://www.flickr.com/photos/83617740@N07/8408979338
87	2299	Votsalakia	Karpathos	south-aegean-karpathos	0	99999	by 2.0	openverse:flickr	Votsalakia beach	https://www.flickr.com/photos/10175246@N08/10295589983
87	1100	Koroni	Kefalonia	ionian-islands-kefalonia	0	99999	by-sa 2.0	openverse:flickr	Zaga beach, Koroni	https://www.flickr.com/photos/68982968@N03/7802576768
87	1100	Koroni	Kefalonia	ionian-islands-kefalonia	4	99999	by-sa 2.0	openverse:flickr	View over Zaga beach, Koroni	https://www.flickr.com/photos/68982968@N03/7802577700
87	1100	Koroni	Kefalonia	ionian-islands-kefalonia	5	99999	by-sa 2.0	openverse:flickr	Bay of Ormos Nemi from Koroni	https://www.flickr.com/photos/68982968@N03/7802573570
87	1100	Koroni	Kefalonia	ionian-islands-kefalonia	7	99999	by-sa 2.0	openverse:flickr	Steep slopes close to the northern beach of Koroni	https://www.flickr.com/photos/68982968@N03/7801809424
87	133	Limnionas	Kythira	attica-kythira	0	99999	by-sa 2.0	openverse:flickr	Limnionas Beach	https://www.flickr.com/photos/94915048@N00/6001083911
87	133	Limnionas	Kythira	attica-kythira	1	99999	by 2.0	openverse:flickr	Porto Limnionas, Zakynthos, Greece	https://www.flickr.com/photos/22446827@N02/7604931646
87	1157	Gialos	Lefkada	ionian-islands-lefkada	0	99999	by 2.0	openverse:flickr	Mykonos Platys Gialos	https://www.flickr.com/photos/48889088479@N01/1371142283
87	1157	Gialos	Lefkada	ionian-islands-lefkada	1	99999	by-sa 2.0	openverse:flickr	The Kalamokanias beach at Makrygialos, east of Ierapetra	https://www.flickr.com/photos/83617740@N07/8408979338
87	1157	Gialos	Lefkada	ionian-islands-lefkada	2	99999	by-sa 2.0	openverse:flickr	Plati Gialos beach	https://www.flickr.com/photos/33037982@N04/6204742195
87	1157	Gialos	Lefkada	ionian-islands-lefkada	3	99999	by-sa 2.0	openverse:flickr	Plati Gialos	https://www.flickr.com/photos/33037982@N04/6066819401
87	1157	Gialos	Lefkada	ionian-islands-lefkada	4	99999	by 2.0	openverse:flickr	Platys Gialos a Mykonos	https://www.flickr.com/photos/48889088479@N01/1372028794
87	1157	Gialos	Lefkada	ionian-islands-lefkada	6	99999	by-sa 2.0	openverse:flickr	PLATYS GIALOS BEACH 2	https://www.flickr.com/photos/22397882@N07/2177463467
87	1157	Gialos	Lefkada	ionian-islands-lefkada	7	99999	by-sa 2.0	openverse:flickr	Plati Gialos beach	https://www.flickr.com/photos/33037982@N04/6201614473
87	1141	Kamari	Lefkada	ionian-islands-lefkada	0	99999	by 2.0	openverse:flickr	Boat at Kamari beach, Santorini, Greece	https://www.flickr.com/photos/44717021@N06/4588285184
87	1141	Kamari	Lefkada	ionian-islands-lefkada	1	99999	by 2.0	openverse:flickr	View over Paradise beach near Kamari	https://www.flickr.com/photos/91883096@N00/5656146421
87	1141	Kamari	Lefkada	ionian-islands-lefkada	3	99999	by 2.0	openverse:flickr	Tamarix on Kamari Beach	https://www.flickr.com/photos/8383084@N06/636922228
87	1141	Kamari	Lefkada	ionian-islands-lefkada	4	99999	by 2.0	openverse:flickr	Kamari Beach	https://www.flickr.com/photos/44607749@N00/948190119
87	1176	Elia	Meganisi	ionian-islands-meganisi	0	99999	by-sa 2.0	openverse:flickr	Elia Beach, Mykonos	https://www.flickr.com/photos/24931987@N00/2892502143
87	1176	Elia	Meganisi	ionian-islands-meganisi	1	99999	by-sa 2.0	openverse:flickr	Elia Beach, Mykonos	https://www.flickr.com/photos/24931987@N00/2892502525
87	1176	Elia	Meganisi	ionian-islands-meganisi	2	99999	by-sa 2.0	openverse:flickr	Elia Beach	https://www.flickr.com/photos/10770008@N04/5964136374
87	1181	Fanari	Meganisi	ionian-islands-meganisi	4	99999	by 2.0	openverse:flickr	Faros /Fanari the beach bars/ restaurants	https://www.flickr.com/photos/132886285@N08/25985952083
87	180	Votsalakia	Methana	attica-methana	0	99999	by 2.0	openverse:flickr	Votsalakia beach	https://www.flickr.com/photos/10175246@N08/10295589983
87	1930	Psathi	Milos	south-aegean-milos	0	99999	by 2.0	openverse:flickr	Psathi Beach 5	https://www.flickr.com/photos/7736364@N05/3821948623
87	1930	Psathi	Milos	south-aegean-milos	1	99999	by 2.0	openverse:flickr	Psathi Beach 3	https://www.flickr.com/photos/7736364@N05/3822752526
87	1930	Psathi	Milos	south-aegean-milos	2	99999	by 2.0	openverse:flickr	Psathi Beach 1	https://www.flickr.com/photos/7736364@N05/3874988094
87	1930	Psathi	Milos	south-aegean-milos	3	99999	by 2.0	openverse:flickr	Psathi Beach 9	https://www.flickr.com/photos/7736364@N05/3874992148
87	1934	Voudia	Milos	south-aegean-milos	1	99999	by 2.0	openverse:flickr	Voudia Bay	https://www.flickr.com/photos/30659367@N00/50231019
87	1934	Voudia	Milos	south-aegean-milos	2	99999	by 2.0	openverse:flickr	Chris on Voudia Bay	https://www.flickr.com/photos/30659367@N00/50230078
87	1934	Voudia	Milos	south-aegean-milos	3	99999	by 2.0	openverse:flickr	Cliffs at Voudia Bay	https://www.flickr.com/photos/30659367@N00/50229139
87	1939	Agia Anna	Mykonos	south-aegean-mykonos	0	99999	by-sa 2.0	openverse:flickr	Agia Anna beach, Naxos, Greece	https://www.flickr.com/photos/64379474@N00/6026648370
87	1939	Agia Anna	Mykonos	south-aegean-mykonos	1	99999	by-sa 2.0	openverse:flickr	Agia Anna beach, Naxos, Greece	https://www.flickr.com/photos/64379474@N00/6026192961
87	1939	Agia Anna	Mykonos	south-aegean-mykonos	4	99999	by-sa 2.0	openverse:flickr	Agia Anna beach, Naxos, Greece	https://www.flickr.com/photos/64379474@N00/6026755820
87	1939	Agia Anna	Mykonos	south-aegean-mykonos	6	99999	by-sa 2.0	openverse:flickr	Agia Anna beach, Naxos, Greece	https://www.flickr.com/photos/64379474@N00/6026175441
87	1939	Agia Anna	Mykonos	south-aegean-mykonos	7	99999	by-sa 2.0	openverse:flickr	Agia Anna beach, Naxos, Greece	https://www.flickr.com/photos/64379474@N00/6026559226
87	1056	Agia Triada	Othonoi	ionian-islands-othonoi	0	99999	by-sa 2.0	openverse:flickr	Agia Triada beach	https://www.flickr.com/photos/18651845@N00/8156902042
87	1057	Molos	Othonoi	ionian-islands-othonoi	0	99999	by 2.0	openverse:flickr	Molos beach, Paros	https://www.flickr.com/photos/58661913@N00/14755107236
87	1057	Molos	Othonoi	ionian-islands-othonoi	1	99999	by 2.0	openverse:flickr	Molos beach, Paros	https://www.flickr.com/photos/58661913@N00/14797959873
87	1057	Molos	Othonoi	ionian-islands-othonoi	2	99999	by 2.0	openverse:flickr	Molos beach, Paros	https://www.flickr.com/photos/58661913@N00/14774944201
87	1057	Molos	Othonoi	ionian-islands-othonoi	3	99999	by 2.0	openverse:flickr	Molos beach, Paros	https://www.flickr.com/photos/58661913@N00/14591607927
87	1039	Orkos	Paxos	ionian-islands-paxos	1	99999	by-sa 2.0	openverse:flickr	Sunrise from Orkos beach	https://www.flickr.com/photos/27607826@N03/4034209413
87	884	Limnionas	Preveza	epirus-preveza-mainland	0	99999	by 2.0	openverse:flickr	Porto Limnionas, Zakynthos, Greece	https://www.flickr.com/photos/22446827@N02/7604931646
87	884	Limnionas	Preveza	epirus-preveza-mainland	1	99999	by-sa 2.0	openverse:flickr	Limnionas Beach	https://www.flickr.com/photos/94915048@N00/6001083911
87	1284	Psili	Psara	north-aegean-psara	0	99999	by 2.0	openverse:flickr	Samos - Psili Amos Beach - Sept 2009 - Show a Leg	https://www.flickr.com/photos/40837632@N05/6083251382
87	1284	Psili	Psara	north-aegean-psara	1	99999	by 2.0	openverse:flickr	Psili Ammos, Serifos	https://www.flickr.com/photos/58661913@N00/14503376603
87	1284	Psili	Psara	north-aegean-psara	2	99999	by 2.0	openverse:flickr	Psili Ammos, Serifos	https://www.flickr.com/photos/58661913@N00/14296624780
87	2409	Agia Triada	Rhodes	south-aegean-rhodes	0	99999	by-sa 2.0	openverse:flickr	Agia Triada beach	https://www.flickr.com/photos/18651845@N00/8156902042
87	2410	Glyfada	Rhodes	south-aegean-rhodes	0	99999	by 2.0	openverse:flickr	Glyfada Beach	https://www.flickr.com/photos/38315261@N00/3368014335
87	2410	Glyfada	Rhodes	south-aegean-rhodes	2	99999	by-sa 2.0	openverse:flickr	Glyfada beach, Athens, Greece	https://www.flickr.com/photos/64379474@N00/2808167237
87	2410	Glyfada	Rhodes	south-aegean-rhodes	4	99999	by 2.0	openverse:flickr	Glyfada beach	https://www.flickr.com/photos/64379474@N00/2809016140
87	2410	Glyfada	Rhodes	south-aegean-rhodes	5	99999	by 2.0	openverse:flickr	Glyfada beach	https://www.flickr.com/photos/64379474@N00/2808187615
87	2410	Glyfada	Rhodes	south-aegean-rhodes	6	99999	by 2.0	openverse:flickr	Glyfada Beach	https://www.flickr.com/photos/38315261@N00/3368837046
87	2212	Livadi	Schinoussa	south-aegean-schinoussa	2	99999	by 2.0	openverse:flickr	Livadi beach, Donoussa, Greece	https://www.flickr.com/photos/58661913@N00/35572463825
87	804	Agia Anna	Thasos	east-macedonia-and-thrace-thasos	0	99999	by-sa 2.0	openverse:flickr	Agia Anna beach, Naxos, Greece	https://www.flickr.com/photos/64379474@N00/6026648370
87	804	Agia Anna	Thasos	east-macedonia-and-thrace-thasos	1	99999	by-sa 2.0	openverse:flickr	Agia Anna beach, Naxos, Greece	https://www.flickr.com/photos/64379474@N00/6026192961
87	804	Agia Anna	Thasos	east-macedonia-and-thrace-thasos	4	99999	by-sa 2.0	openverse:flickr	Agia Anna beach, Naxos, Greece	https://www.flickr.com/photos/64379474@N00/6026755820
87	804	Agia Anna	Thasos	east-macedonia-and-thrace-thasos	6	99999	by-sa 2.0	openverse:flickr	Agia Anna beach, Naxos, Greece	https://www.flickr.com/photos/64379474@N00/6026559226
87	804	Agia Anna	Thasos	east-macedonia-and-thrace-thasos	7	99999	by-sa 2.0	openverse:flickr	Agia Anna beach, Naxos, Greece	https://www.flickr.com/photos/64379474@N00/6026175441
87	838	Glyfada	Thasos	east-macedonia-and-thrace-thasos	0	99999	by 2.0	openverse:flickr	Glyfada Beach	https://www.flickr.com/photos/38315261@N00/3368014335
87	838	Glyfada	Thasos	east-macedonia-and-thrace-thasos	2	99999	by-sa 2.0	openverse:flickr	Glyfada beach, Athens, Greece	https://www.flickr.com/photos/64379474@N00/2808167237
87	838	Glyfada	Thasos	east-macedonia-and-thrace-thasos	4	99999	by 2.0	openverse:flickr	Glyfada beach	https://www.flickr.com/photos/64379474@N00/2809016140
87	838	Glyfada	Thasos	east-macedonia-and-thrace-thasos	5	99999	by 2.0	openverse:flickr	Glyfada beach	https://www.flickr.com/photos/64379474@N00/2808187615
87	838	Glyfada	Thasos	east-macedonia-and-thrace-thasos	6	99999	by 2.0	openverse:flickr	Glyfada Beach	https://www.flickr.com/photos/38315261@N00/3368837046
83	88	Paralia Kamares	Aegina	attica-aegina	4	99999	CC BY-SA 4.0	commons-name	Kamares ware, inclusive from Kamares cave, 1900-1700 BC, AMH, 144896.jpg	https://commons.wikimedia.org/wiki/File%3AKamares%20ware%2C%20inclusive%20from%20Kamares%20cave%2C%201900-1700%20BC%2C%20AMH%2C%20144896.jpg
83	88	Paralia Kamares	Aegina	attica-aegina	5	99999	CC BY-SA 4.0	commons-name	Kamares, Sifnos.jpg	https://commons.wikimedia.org/wiki/File%3AKamares%2C%20Sifnos.jpg
83	88	Paralia Kamares	Aegina	attica-aegina	6	99999	CC BY-SA 4.0	commons-name	MM IB-IIA early Kamares style spouted jar from Kamares - Herakleion AM.jpg	https://commons.wikimedia.org/wiki/File%3AMM%20IB-IIA%20early%20Kamares%20style%20spouted%20jar%20from%20Kamares%20-%20Herakleion%20AM.jpg
83	88	Paralia Kamares	Aegina	attica-aegina	7	99999	CC BY-SA 4.0	commons-name	MM IB-IIA early Kamares style bridge-spouted jar from Kamares - Herakleion AM.jpg	https://commons.wikimedia.org/wiki/File%3AMM%20IB-IIA%20early%20Kamares%20style%20bridge-spouted%20jar%20from%20Kamares%20-%20Herakleion%20AM.jpg
83	2526	Agrilia	Aetolia-Acarnania	west-greece-aetolia-acarnania-mainland	0	99999	CC BY-SA 3.0	commons-name	Agrilia Achaias.JPG	https://commons.wikimedia.org/wiki/File%3AAgrilia%20Achaias.JPG
83	2526	Agrilia	Aetolia-Acarnania	west-greece-aetolia-acarnania-mainland	1	99999	CC BY-SA 3.0	commons-name	Agrilias.JPG	https://commons.wikimedia.org/wiki/File%3AAgrilias.JPG
83	1427	Trypiti	Agios Efstratios	north-aegean-agios-efstratios	0	99999	by-sa 4.0	openverse:wikimedia	Trypiti	https://commons.wikimedia.org/w/index.php?curid=50558356
83	2601	Paralia Votsi	Alonissos	thessaly-alonissos	1	431	CC BY 2.0	commons-geo(431m)	Aerial view of Votsi, Alonnisos, Greece (51695772481).jpg	https://commons.wikimedia.org/wiki/File%3AAerial%20view%20of%20Votsi%2C%20Alonnisos%2C%20Greece%20(51695772481).jpg
83	1664	Mouros	Amorgos	south-aegean-amorgos	0	99999	CC BY-SA 4.0	commons-name	Castelo dos Mouros, Sintra, Portugal, 2019-05-25, DD 112-121 PAN.jpg	https://commons.wikimedia.org/wiki/File%3ACastelo%20dos%20Mouros%2C%20Sintra%2C%20Portugal%2C%202019-05-25%2C%20DD%20112-121%20PAN.jpg
83	1664	Mouros	Amorgos	south-aegean-amorgos	1	99999	CC BY-SA 3.0	commons-name	Castelo dos Mouros. Sintra, Portugal.jpg	https://commons.wikimedia.org/wiki/File%3ACastelo%20dos%20Mouros.%20Sintra%2C%20Portugal.jpg
83	1664	Mouros	Amorgos	south-aegean-amorgos	2	99999	CC BY 4.0	commons-name	Castelo dos Mouros, Sintra, 20250606 1215 0180.jpg	https://commons.wikimedia.org/wiki/File%3ACastelo%20dos%20Mouros%2C%20Sintra%2C%2020250606%201215%200180.jpg
83	1664	Mouros	Amorgos	south-aegean-amorgos	3	99999	CC BY-SA 4.0	commons-name	Sinta - Pena - Castelo dos Mouros - 1.jpg	https://commons.wikimedia.org/wiki/File%3ASinta%20-%20Pena%20-%20Castelo%20dos%20Mouros%20-%201.jpg
83	1664	Mouros	Amorgos	south-aegean-amorgos	4	99999	CC BY 4.0	commons-name	Castelo dos Mouros, Sintra, 20250606 1155 0098.jpg	https://commons.wikimedia.org/wiki/File%3ACastelo%20dos%20Mouros%2C%20Sintra%2C%2020250606%201155%200098.jpg
83	1664	Mouros	Amorgos	south-aegean-amorgos	5	99999	CC BY-SA 4.0	commons-name	Sinta - Pena - Castelo dos Mouros - 2.jpg	https://commons.wikimedia.org/wiki/File%3ASinta%20-%20Pena%20-%20Castelo%20dos%20Mouros%20-%202.jpg
83	1666	Paradisia	Amorgos	south-aegean-amorgos	0	99999	CC BY-SA 4.0	commons-name	Giardino alpino Paradisia cartello.jpg	https://commons.wikimedia.org/wiki/File%3AGiardino%20alpino%20Paradisia%20cartello.jpg
83	1666	Paradisia	Amorgos	south-aegean-amorgos	1	99999	CC BY-SA 4.0	commons-name	Giardino alpino Paradisia insieme.jpg	https://commons.wikimedia.org/wiki/File%3AGiardino%20alpino%20Paradisia%20insieme.jpg
83	1666	Paradisia	Amorgos	south-aegean-amorgos	2	99999	CC BY-SA 3.0	commons-name	Paradisia licheni.jpg	https://commons.wikimedia.org/wiki/File%3AParadisia%20licheni.jpg
83	1666	Paradisia	Amorgos	south-aegean-amorgos	3	99999	CC BY-SA 4.0	commons-name	Giardino alpino Paradisia pannello2.jpg	https://commons.wikimedia.org/wiki/File%3AGiardino%20alpino%20Paradisia%20pannello2.jpg
83	1666	Paradisia	Amorgos	south-aegean-amorgos	4	99999	CC BY-SA 4.0	commons-name	Giardino botanico alpino Paradisia 2.jpg	https://commons.wikimedia.org/wiki/File%3AGiardino%20botanico%20alpino%20Paradisia%202.jpg
83	1666	Paradisia	Amorgos	south-aegean-amorgos	5	99999	CC BY-SA 3.0	commons-name	Giardino Botanico Alpino Paradisia abc27.JPG	https://commons.wikimedia.org/wiki/File%3AGiardino%20Botanico%20Alpino%20Paradisia%20abc27.JPG
83	1687	Agios Ioannis	Andros	south-aegean-andros	2	99999	by-sa 3.0	openverse:wikimedia	File:Agios Ioannis hc.JPG	https://commons.wikimedia.org/w/index.php?curid=4424881
83	1721	Pyrgos	Andros	south-aegean-andros	7	99999	CC BY-SA 4.0	commons-name	Pyrgos Maragkopoulou.jpg	https://commons.wikimedia.org/wiki/File%3APyrgos%20Maragkopoulou.jpg
83	1727	Agios Sostis	Antiparos	south-aegean-antiparos	0	99999	CC BY-SA 3.0	commons-name	Agios Sostis Island, Zakynthos, Greece 03.jpg	https://commons.wikimedia.org/wiki/File%3AAgios%20Sostis%20Island%2C%20Zakynthos%2C%20Greece%2003.jpg
83	1727	Agios Sostis	Antiparos	south-aegean-antiparos	1	99999	CC BY 3.0	commons-name	Mykonos Agios Sostis 01.jpg	https://commons.wikimedia.org/wiki/File%3AMykonos%20Agios%20Sostis%2001.jpg
83	1732	Livadi	Antiparos	south-aegean-antiparos	1	99999	CC BY 3.0	commons-name	Ferma Livadi 09.jpg	https://commons.wikimedia.org/wiki/File%3AFerma%20Livadi%2009.jpg
83	1732	Livadi	Antiparos	south-aegean-antiparos	2	99999	CC BY 3.0	commons-name	Ferma Livadi 08.jpg	https://commons.wikimedia.org/wiki/File%3AFerma%20Livadi%2008.jpg
83	1732	Livadi	Antiparos	south-aegean-antiparos	3	99999	CC BY 3.0	commons-name	Ferma Livadi 10.jpg	https://commons.wikimedia.org/wiki/File%3AFerma%20Livadi%2010.jpg
83	1732	Livadi	Antiparos	south-aegean-antiparos	4	99999	CC BY 3.0	commons-name	Ferma Livadi 06.jpg	https://commons.wikimedia.org/wiki/File%3AFerma%20Livadi%2006.jpg
83	1732	Livadi	Antiparos	south-aegean-antiparos	5	99999	CC BY 3.0	commons-name	Ferma Livadi 04.jpg	https://commons.wikimedia.org/wiki/File%3AFerma%20Livadi%2004.jpg
83	1733	Livadia	Antiparos	south-aegean-antiparos	1	99999	CC BY-SA 4.0	commons-name	Livadia, Tilos Island.jpg	https://commons.wikimedia.org/wiki/File%3ALivadia%2C%20Tilos%20Island.jpg
83	1045	Kalamitsa	Antipaxos	ionian-islands-antipaxos	3	99999	CC0	commons-name	Kalamitsabeach.jpg	https://commons.wikimedia.org/wiki/File%3AKalamitsabeach.jpg
83	3025	Alimos Loutra	Athens area	attica-athens-area-mainland	0	281	CC BY 3.0	commons-geo(281m)	Loutra Alimou April 2014 - panoramio.jpg	https://commons.wikimedia.org/wiki/File%3ALoutra%20Alimou%20April%202014%20-%20panoramio.jpg
83	588	Alonaki	Chania	crete-crete-chania	2	99999	CC BY-SA 4.0	commons-name	Alonaki.jpg	https://commons.wikimedia.org/wiki/File%3AAlonaki.jpg
83	599	Grammeno	Chania	crete-crete-chania	0	99999	Public domain	commons-name	Angelos Grammenos.jpg	https://commons.wikimedia.org/wiki/File%3AAngelos%20Grammenos.jpg
83	599	Grammeno	Chania	crete-crete-chania	1	99999	CC BY-SA 3.0	commons-name	Grammenos.jpg	https://commons.wikimedia.org/wiki/File%3AGrammenos.jpg
83	599	Grammeno	Chania	crete-crete-chania	2	99999	CC BY-SA 3.0	commons-name	Grammenos (cropped).jpg	https://commons.wikimedia.org/wiki/File%3AGrammenos%20(cropped).jpg
83	599	Grammeno	Chania	crete-crete-chania	3	99999	CC0	commons-name	Constantinos Grammenos headstone.jpg	https://commons.wikimedia.org/wiki/File%3AConstantinos%20Grammenos%20headstone.jpg
83	574	Platanias	Chania	crete-crete-chania	0	99999	by-sa 3.0	openverse:wikimedia	Platanias near Rethymno, Crete 001	https://commons.wikimedia.org/w/index.php?curid=26788378
