score	id	name	region	slug	idx	dist	license	source	title	page
105	518	Kyani Akti	Thessaloniki area	central-macedonia-thessaloniki-area	4	99999	CC BY-SA 4.0	commons-name	Kimisis tis Theotokou (Kyani Akti) 3.JPG	https://commons.wikimedia.org/wiki/File%3AKimisis%20tis%20Theotokou%20(Kyani%20Akti)%203.JPG
102	1305	Partheni	Ikaria	north-aegean-ikaria	0	99999	by 2.0	openverse:flickr	Taverna Partheni Beach Ikaria	https://www.flickr.com/photos/142059800@N03/27854947354
102	2500	Marathi	Marathi	south-aegean-marathi	0	99999	by-sa 2.0	openverse:flickr	Marathi beach	https://www.flickr.com/photos/39824826@N08/9678897850
98	590	Aptera	Chania	crete-crete-chania	1	99999	by-sa 4.0	openverse:wikimedia	Clay pyxis, Minoan funeral ceremony, Aptera, 1300-1250 BC, AM Chania, 076150	https://commons.wikimedia.org/w/index.php?curid=53278181
98	949	Nissaki Beach	Corfu	ionian-islands-corfu	5	99999	CC BY-SA 3.0	commons-name	Hotel Nissaki Corfu.jpg	https://commons.wikimedia.org/wiki/File%3AHotel%20Nissaki%20Corfu.jpg
98	3104	Paralia Filiatro (Kioni)	Ithaca	ionian-islands-ithaca	2	373	CC BY-SA 3.0	commons-geo(373m)	Ithaca - Kioni - panoramio.jpg	https://commons.wikimedia.org/wiki/File%3AIthaca%20-%20Kioni%20-%20panoramio.jpg
98	2500	Marathi	Marathi	south-aegean-marathi	7	99999	CC BY-SA 2.0	commons-name	Dupani Lata (Marathi- दुपानी लता) (2223026968).jpg	https://commons.wikimedia.org/wiki/File%3ADupani%20Lata%20(Marathi-%20%E0%A4%A6%E0%A5%81%E0%A4%AA%E0%A4%BE%E0%A4%A8%E0%A5%80%20%E0%A4%B2%E0%A4%A4%E0%A4%BE)%20(2223026968).jpg
98	3015	Patmos Kampos	Patmos	south-aegean-patmos	0	295	CC0	commons-geo(295m)	Patmos 20180531114235 (41768252244).jpg	https://commons.wikimedia.org/wiki/File%3APatmos%2020180531114235%20(41768252244).jpg
98	1018	Mongonisi	Paxos	ionian-islands-paxos	0	99999	by-sa 4.0	openverse:wikimedia	Southern Tips of Paxos and Mongonisi	https://commons.wikimedia.org/w/index.php?curid=148688303
97	629	Psili Ammos	Heraklion	crete-crete-heraklion	0	99999	by 2.0	openverse:flickr	Psili Ammos, Serifos	https://www.flickr.com/photos/58661913@N00/14503376603
97	629	Psili Ammos	Heraklion	crete-crete-heraklion	1	99999	by 2.0	openverse:flickr	Psili Ammos, Serifos	https://www.flickr.com/photos/58661913@N00/14296624780
97	1837	Psili Ammos	Kea	south-aegean-kea	0	99999	by 2.0	openverse:flickr	Psili Ammos, Serifos	https://www.flickr.com/photos/58661913@N00/14503376603
97	1837	Psili Ammos	Kea	south-aegean-kea	1	99999	by 2.0	openverse:flickr	Psili Ammos, Serifos	https://www.flickr.com/photos/58661913@N00/14296624780
97	2218	Psili Ammos	Schinoussa	south-aegean-schinoussa	2	99999	by 2.0	openverse:flickr	Psili Ammos, Serifos	https://www.flickr.com/photos/58661913@N00/14503376603
97	2218	Psili Ammos	Schinoussa	south-aegean-schinoussa	3	99999	by 2.0	openverse:flickr	Psili Ammos, Serifos	https://www.flickr.com/photos/58661913@N00/14296624780
97	2091	Platys Gialos	Serifos	south-aegean-serifos	0	99999	by 2.0	openverse:flickr	Mykonos Platys Gialos	https://www.flickr.com/photos/48889088479@N01/1371142283
97	2091	Platys Gialos	Serifos	south-aegean-serifos	1	99999	by 2.0	openverse:flickr	Platys Gialos a Mykonos	https://www.flickr.com/photos/48889088479@N01/1372028794
97	2091	Platys Gialos	Serifos	south-aegean-serifos	2	99999	by-sa 2.0	openverse:flickr	PLATYS GIALOS BEACH 2	https://www.flickr.com/photos/22397882@N07/2177463467
97	2091	Platys Gialos	Serifos	south-aegean-serifos	3	99999	by-sa 2.0	openverse:flickr	PLATYS GIALOS BEACH 1	https://www.flickr.com/photos/22397882@N07/2415372783
97	2182	Platys Gialos	Tinos	south-aegean-tinos	0	99999	by 2.0	openverse:flickr	Mykonos Platys Gialos	https://www.flickr.com/photos/48889088479@N01/1371142283
97	2182	Platys Gialos	Tinos	south-aegean-tinos	1	99999	by 2.0	openverse:flickr	Platys Gialos a Mykonos	https://www.flickr.com/photos/48889088479@N01/1372028794
97	2182	Platys Gialos	Tinos	south-aegean-tinos	2	99999	by-sa 2.0	openverse:flickr	PLATYS GIALOS BEACH 2	https://www.flickr.com/photos/22397882@N07/2177463467
97	2182	Platys Gialos	Tinos	south-aegean-tinos	3	99999	by-sa 2.0	openverse:flickr	PLATYS GIALOS BEACH 1	https://www.flickr.com/photos/22397882@N07/2415372783
95	2504	Vathi	Achaia	west-greece-achaia-mainland	3	99999	by-sa 4.0	openverse:wikimedia	Beach Vathi	https://commons.wikimedia.org/w/index.php?curid=112398204
95	2597	Megali Ammos	Alonissos	thessaly-alonissos	4	99999	by 2.0	openverse:wikimedia	Aerial view of Megali Ammos Beach, Skiathos, Greece (51694922032)	https://commons.wikimedia.org/w/index.php?curid=112756263
95	2597	Megali Ammos	Alonissos	thessaly-alonissos	5	99999	by 2.0	openverse:wikimedia	The Aegean Sea at Megali Ammos Beach, Skiathos, Greece (51695712866)	https://commons.wikimedia.org/w/index.php?curid=112756272
95	2597	Megali Ammos	Alonissos	thessaly-alonissos	6	99999	by 2.0	openverse:wikimedia	Megali Ammos Beach in Skiathos, Greece (51696573210)	https://commons.wikimedia.org/w/index.php?curid=112756163
95	3093	Megali Ammos	Alonissos	thessaly-alonissos	4	99999	by 2.0	openverse:wikimedia	Aerial view of Megali Ammos Beach, Skiathos, Greece (51694922032)	https://commons.wikimedia.org/w/index.php?curid=112756263
95	3093	Megali Ammos	Alonissos	thessaly-alonissos	5	99999	by 2.0	openverse:wikimedia	The Aegean Sea at Megali Ammos Beach, Skiathos, Greece (51695712866)	https://commons.wikimedia.org/w/index.php?curid=112756272
95	3093	Megali Ammos	Alonissos	thessaly-alonissos	6	99999	by 2.0	openverse:wikimedia	Megali Ammos Beach in Skiathos, Greece (51696573210)	https://commons.wikimedia.org/w/index.php?curid=112756163
95	1687	Agios Ioannis	Andros	south-aegean-andros	5	99999	by-sa 4.0	openverse:wikimedia	Yellow buoys, Agios Ioannis Beach, Tinos, Greece julesvernex2-2	https://commons.wikimedia.org/w/index.php?curid=181468846
95	1687	Agios Ioannis	Andros	south-aegean-andros	6	99999	by-sa 4.0	openverse:wikimedia	Bamboo pergola, Balaouro Restaurant, Agios Ioannis Beach, Tinos, Greece julesvernex2	https://commons.wikimedia.org/w/index.php?curid=181468864
95	1687	Agios Ioannis	Andros	south-aegean-andros	7	99999	by-sa 4.0	openverse:wikimedia	Gabriel waiting for a glass of water, Balaouro Restaurant, Agios Ioannis Beach, Tinos, Greece julesvernex2	https://commons.wikimedia.org/w/index.php?curid=181468861
95	1700	Kalamitsi	Andros	south-aegean-andros	0	99999	by-sa 3.0	openverse:wikimedia	20100726 Kalamitsi Beach Ionian Sea Lefkada island Greece	https://commons.wikimedia.org/w/index.php?curid=11326468
95	1045	Kalamitsa	Antipaxos	ionian-islands-antipaxos	0	99999	by-sa 4.0	openverse:wikimedia	Kalamitsa beach Kavala	https://commons.wikimedia.org/w/index.php?curid=99116014
95	1045	Kalamitsa	Antipaxos	ionian-islands-antipaxos	1	99999	CC BY-SA 4.0	commons-name	Kalamitsa beach Kavala.jpg	https://commons.wikimedia.org/wiki/File%3AKalamitsa%20beach%20Kavala.jpg
95	1045	Kalamitsa	Antipaxos	ionian-islands-antipaxos	2	99999	CC BY-SA 4.0	commons-name	Kalamitsa beach, Kavala.jpg	https://commons.wikimedia.org/wiki/File%3AKalamitsa%20beach%2C%20Kavala.jpg
95	1043	Sarakiniko	Antipaxos	ionian-islands-antipaxos	4	99999	CC BY-SA 4.0	commons-name	Small part of land between Simos and Sarakiniko Beach in Elafonissos.jpg	https://commons.wikimedia.org/wiki/File%3ASmall%20part%20of%20land%20between%20Simos%20and%20Sarakiniko%20Beach%20in%20Elafonissos.jpg
95	588	Alonaki	Chania	crete-crete-chania	0	99999	CC BY-SA 4.0	commons-name	Alonaki Beach Acheron Preveza.jpg	https://commons.wikimedia.org/wiki/File%3AAlonaki%20Beach%20Acheron%20Preveza.jpg
95	588	Alonaki	Chania	crete-crete-chania	1	99999	CC BY-SA 4.0	commons-name	Alonaki Beach, Preveza. Photo Harry Gouvas.jpg	https://commons.wikimedia.org/wiki/File%3AAlonaki%20Beach%2C%20Preveza.%20Photo%20Harry%20Gouvas.jpg
95	537	Loutraki	Chania	crete-crete-chania	3	99999	by-sa 3.0	openverse:wikimedia	Loutraki Beach	https://commons.wikimedia.org/w/index.php?curid=31157304
95	1060	Porto	Erikoussa	ionian-islands-erikoussa	7	99999	CC BY-SA 3.0	commons-name	Porto Katsiki SF 0001.jpg	https://commons.wikimedia.org/wiki/File%3APorto%20Katsiki%20SF%200001.jpg
95	336	Agios Vasilios	Fokida	central-greece-fokida-mainland	0	99999	by-sa 4.0	openverse:wikimedia	Beach of Agios Georgios (Agios Vasilios) 02	https://commons.wikimedia.org/w/index.php?curid=141651541
95	336	Agios Vasilios	Fokida	central-greece-fokida-mainland	1	99999	by-sa 4.0	openverse:wikimedia	Beach of Agios Georgios (Agios Vasilios) 01	https://commons.wikimedia.org/w/index.php?curid=141649203
95	618	Agios Ioannis	Gavdos	crete-gavdos	5	99999	by-sa 4.0	openverse:wikimedia	Bamboo pergola, Balaouro Restaurant, Agios Ioannis Beach, Tinos, Greece julesvernex2	https://commons.wikimedia.org/w/index.php?curid=181468864
95	618	Agios Ioannis	Gavdos	crete-gavdos	6	99999	by-sa 4.0	openverse:wikimedia	Gabriel waiting for a glass of water, Balaouro Restaurant, Agios Ioannis Beach, Tinos, Greece julesvernex2	https://commons.wikimedia.org/w/index.php?curid=181468861
95	618	Agios Ioannis	Gavdos	crete-gavdos	7	99999	by-sa 4.0	openverse:wikimedia	Wall detail under light filtered by a pergola, Balaouro Restaurant, Agios Ioannis Beach, Tinos, Greece julesvernex2	https://commons.wikimedia.org/w/index.php?curid=181468854
95	438	Porfi	Halkidiki	central-macedonia-halkidiki-mainland	3	99999	CC BY-SA 3.0	commons-name	Мини-часовня недалеко от отеля Porfi Beach - panoramio.jpg	https://commons.wikimedia.org/wiki/File%3A%D0%9C%D0%B8%D0%BD%D0%B8-%D1%87%D0%B0%D1%81%D0%BE%D0%B2%D0%BD%D1%8F%20%D0%BD%D0%B5%D0%B4%D0%B0%D0%BB%D0%B5%D0%BA%D0%BE%20%D0%BE%D1%82%20%D0%BE%D1%82%D0%B5%D0%BB%D1%8F%20Porfi%20Beach%20-%20panoramio.jpg
95	2566	Arkoudi	Ileia	west-greece-ileia-mainland	3	99999	Public domain	commons-name	ISS064-E-10557 - View of Greece - Ithaka (Kioni Bay) - Arkoudi - Atokos (cropped).jpg	https://commons.wikimedia.org/wiki/File%3AISS064-E-10557%20-%20View%20of%20Greece%20-%20Ithaka%20(Kioni%20Bay)%20-%20Arkoudi%20-%20Atokos%20(cropped).jpg
95	2299	Votsalakia	Karpathos	south-aegean-karpathos	1	99999	by-sa 4.0	openverse:wikimedia	Kampos Votsalakia beach 1	https://commons.wikimedia.org/w/index.php?curid=72871292
95	2299	Votsalakia	Karpathos	south-aegean-karpathos	2	99999	by-sa 4.0	openverse:wikimedia	Kampos Votsalakia beach 2	https://commons.wikimedia.org/w/index.php?curid=72871294
95	2299	Votsalakia	Karpathos	south-aegean-karpathos	3	99999	CC BY-SA 4.0	commons-name	Votsalakia beach 2.jpg	https://commons.wikimedia.org/wiki/File%3AVotsalakia%20beach%202.jpg
95	2299	Votsalakia	Karpathos	south-aegean-karpathos	4	99999	CC BY-SA 3.0	commons-name	20200104 Votsalakia Beach Piraeus Q25166884.jpg	https://commons.wikimedia.org/wiki/File%3A20200104%20Votsalakia%20Beach%20Piraeus%20Q25166884.jpg
95	2299	Votsalakia	Karpathos	south-aegean-karpathos	5	99999	CC BY-SA 4.0	commons-name	Votsalakia beach 1.jpg	https://commons.wikimedia.org/wiki/File%3AVotsalakia%20beach%201.jpg
95	1846	Kalamitsi	Kimolos	south-aegean-kimolos	0	99999	by-sa 3.0	openverse:wikimedia	20100726 Kalamitsi Beach Ionian Sea Lefkada island Greece	https://commons.wikimedia.org/w/index.php?curid=11326468
95	1541	Sykia	Korinthia	peloponnese-korinthia-mainland	0	99999	by-sa 2.0	openverse:wikimedia	File:Kavourotripes Beach, Sykia, Sithonia, Chalkidiki, Greece 02.jpg	https://commons.wikimedia.org/w/index.php?curid=4042393
95	1541	Sykia	Korinthia	peloponnese-korinthia-mainland	1	99999	by-sa 2.0	openverse:wikimedia	File:Tourkolimano Beach, Sykia, Chalkidiki, Greece.jpg	https://commons.wikimedia.org/w/index.php?curid=4042391
95	1541	Sykia	Korinthia	peloponnese-korinthia-mainland	4	99999	by-sa 4.0	openverse:wikimedia	Tigania Beach (Kriastri Twin Beach, Kriaritsi), Sykia Chalkidikis 630 72, Greece 04	https://commons.wikimedia.org/w/index.php?curid=152468499
95	1541	Sykia	Korinthia	peloponnese-korinthia-mainland	5	99999	by-sa 4.0	openverse:wikimedia	Tigania Beach (Kriastri Twin Beach, Kriaritsi), Sykia Chalkidikis 630 72, Greece 05	https://commons.wikimedia.org/w/index.php?curid=152468500
95	1541	Sykia	Korinthia	peloponnese-korinthia-mainland	6	99999	by-sa 4.0	openverse:wikimedia	Tigania Beach (Kriastri Twin Beach, Kriaritsi), Sykia Chalkidikis 630 72, Greece 01	https://commons.wikimedia.org/w/index.php?curid=152468496
95	1541	Sykia	Korinthia	peloponnese-korinthia-mainland	7	99999	by-sa 4.0	openverse:wikimedia	Tigania Beach (Kriastri Twin Beach, Kriaritsi), Sykia Chalkidikis 630 72, Greece 02	https://commons.wikimedia.org/w/index.php?curid=152468495
95	133	Limnionas	Kythira	attica-kythira	2	99999	by 2.0	openverse:wikimedia	Porto Limnionas beach Zakynthos, Greece (46474702631)	https://commons.wikimedia.org/w/index.php?curid=79058985
95	1567	Megali Ammos	Lakonia	peloponnese-lakonia-mainland	2	99999	CC BY 2.0	commons-name	Megali Ammos Beach in Skiathos, Greece (51696573210).jpg	https://commons.wikimedia.org/wiki/File%3AMegali%20Ammos%20Beach%20in%20Skiathos%2C%20Greece%20(51696573210).jpg
95	1567	Megali Ammos	Lakonia	peloponnese-lakonia-mainland	4	99999	CC BY-SA 4.0	commons-name	Κanala Kythnos, Megali ammos beach201808.jpg	https://commons.wikimedia.org/wiki/File%3A%CE%9Aanala%20Kythnos%2C%20Megali%20ammos%20beach201808.jpg
95	1157	Gialos	Lefkada	ionian-islands-lefkada	5	99999	by 2.0	openverse:wikimedia	Aerial view of Rousoum Gialos Beach, Alonnisos, Greece (51696451089)	https://commons.wikimedia.org/w/index.php?curid=112756515
95	1141	Kamari	Lefkada	ionian-islands-lefkada	5	99999	CC BY-SA 4.0	commons-name	Kamari beach july 21.jpg	https://commons.wikimedia.org/wiki/File%3AKamari%20beach%20july%2021.jpg
95	1141	Kamari	Lefkada	ionian-islands-lefkada	6	99999	CC BY-SA 4.0	commons-name	Kamari Beach Hotel at Kamari Beach Lardos Bay Rhodes 26 July 2016.jpg	https://commons.wikimedia.org/wiki/File%3AKamari%20Beach%20Hotel%20at%20Kamari%20Beach%20Lardos%20Bay%20Rhodes%2026%20July%202016.jpg
95	1141	Kamari	Lefkada	ionian-islands-lefkada	7	99999	CC BY 2.0	commons-name	Boat at Kamari beach, Santorini, Greece.jpg	https://commons.wikimedia.org/wiki/File%3ABoat%20at%20Kamari%20beach%2C%20Santorini%2C%20Greece.jpg
95	1455	Mikro Fanaraki	Lemnos	north-aegean-lemnos	0	99999	CC BY-SA 4.0	commons-name	Sea bay fanaraki 3.jpg	https://commons.wikimedia.org/wiki/File%3ASea%20bay%20fanaraki%203.jpg
95	1455	Mikro Fanaraki	Lemnos	north-aegean-lemnos	1	99999	CC BY-SA 4.0	commons-name	Sea bay fanaraki 6.jpg	https://commons.wikimedia.org/wiki/File%3ASea%20bay%20fanaraki%206.jpg
95	1455	Mikro Fanaraki	Lemnos	north-aegean-lemnos	2	99999	CC BY-SA 4.0	commons-name	Sea bay fanaraki 7.jpg	https://commons.wikimedia.org/wiki/File%3ASea%20bay%20fanaraki%207.jpg
95	1455	Mikro Fanaraki	Lemnos	north-aegean-lemnos	3	99999	CC BY-SA 4.0	commons-name	Sea bay fanaraki 4.jpg	https://commons.wikimedia.org/wiki/File%3ASea%20bay%20fanaraki%204.jpg
95	1455	Mikro Fanaraki	Lemnos	north-aegean-lemnos	4	99999	CC BY-SA 4.0	commons-name	Sea bay fanaraki 2.jpg	https://commons.wikimedia.org/wiki/File%3ASea%20bay%20fanaraki%202.jpg
95	1455	Mikro Fanaraki	Lemnos	north-aegean-lemnos	5	99999	CC BY-SA 4.0	commons-name	Sea bay fanaraki 9.jpg	https://commons.wikimedia.org/wiki/File%3ASea%20bay%20fanaraki%209.jpg
95	1333	Kampos	Lesvos	north-aegean-lesvos	1	99999	CC BY-SA 4.0	commons-name	Kampos Votsalakia beach 2.jpg	https://commons.wikimedia.org/wiki/File%3AKampos%20Votsalakia%20beach%202.jpg
95	1333	Kampos	Lesvos	north-aegean-lesvos	5	99999	CC BY-SA 4.0	commons-name	Kampos Votsalakia beach 1.jpg	https://commons.wikimedia.org/wiki/File%3AKampos%20Votsalakia%20beach%201.jpg
95	2683	Theotokos	Magnesia (Pelion)	thessaly-magnesia-mainland---pelion	5	99999	CC BY-SA 4.0	commons-name	Vlycha Beach between the Quay at the Foot of Theotokos Hill Vlycha Bay Rhodes 29 August 2017.jpg	https://commons.wikimedia.org/wiki/File%3AVlycha%20Beach%20between%20the%20Quay%20at%20the%20Foot%20of%20Theotokos%20Hill%20Vlycha%20Bay%20Rhodes%2029%20August%202017.jpg
95	2683	Theotokos	Magnesia (Pelion)	thessaly-magnesia-mainland---pelion	6	99999	CC BY-SA 4.0	commons-name	Theotokos Hill Profitis Ilias Mountain 512 m and Cape Arhangelos Vlycha Bay Rhodes 30 August 2017.jpg	https://commons.wikimedia.org/wiki/File%3ATheotokos%20Hill%20Profitis%20Ilias%20Mountain%20512%20m%20and%20Cape%20Arhangelos%20Vlycha%20Bay%20Rhodes%2030%20August%202017.jpg
95	1178	Agios Ioannis	Meganisi	ionian-islands-meganisi	5	99999	by-sa 4.0	openverse:wikimedia	Bamboo pergola, Balaouro Restaurant, Agios Ioannis Beach, Tinos, Greece julesvernex2	https://commons.wikimedia.org/w/index.php?curid=181468864
95	1178	Agios Ioannis	Meganisi	ionian-islands-meganisi	6	99999	by-sa 4.0	openverse:wikimedia	Gabriel waiting for a glass of water, Balaouro Restaurant, Agios Ioannis Beach, Tinos, Greece julesvernex2	https://commons.wikimedia.org/w/index.php?curid=181468861
95	1178	Agios Ioannis	Meganisi	ionian-islands-meganisi	7	99999	by-sa 4.0	openverse:wikimedia	Wall detail under light filtered by a pergola, Balaouro Restaurant, Agios Ioannis Beach, Tinos, Greece julesvernex2	https://commons.wikimedia.org/w/index.php?curid=181468854
95	1176	Elia	Meganisi	ionian-islands-meganisi	4	99999	by-sa 3.0	openverse:wikimedia	View of Elia village's beach, Lakonia, Greece	https://commons.wikimedia.org/w/index.php?curid=30729072
95	180	Votsalakia	Methana	attica-methana	1	99999	by-sa 4.0	openverse:wikimedia	Kampos Votsalakia beach 1	https://commons.wikimedia.org/w/index.php?curid=72871292
95	180	Votsalakia	Methana	attica-methana	2	99999	by-sa 4.0	openverse:wikimedia	Kampos Votsalakia beach 2	https://commons.wikimedia.org/w/index.php?curid=72871294
95	180	Votsalakia	Methana	attica-methana	3	99999	CC BY-SA 4.0	commons-name	Votsalakia beach 2.jpg	https://commons.wikimedia.org/wiki/File%3AVotsalakia%20beach%202.jpg
95	180	Votsalakia	Methana	attica-methana	4	99999	CC BY-SA 3.0	commons-name	20200104 Votsalakia Beach Piraeus Q25166884.jpg	https://commons.wikimedia.org/wiki/File%3A20200104%20Votsalakia%20Beach%20Piraeus%20Q25166884.jpg
95	180	Votsalakia	Methana	attica-methana	5	99999	CC BY-SA 4.0	commons-name	Votsalakia beach 1.jpg	https://commons.wikimedia.org/wiki/File%3AVotsalakia%20beach%201.jpg
95	1898	Agios Dimitrios	Milos	south-aegean-milos	0	99999	by 2.0	openverse:wikimedia	Aerial view of Agios Dimitrios Beach, Alonnisos, Greece (51696648975)	https://commons.wikimedia.org/w/index.php?curid=112756480
95	1898	Agios Dimitrios	Milos	south-aegean-milos	1	99999	by 2.0	openverse:wikimedia	Agios Dimitrios Beach, Alonnisos, Greece (51696036058)	https://commons.wikimedia.org/w/index.php?curid=112756484
95	1898	Agios Dimitrios	Milos	south-aegean-milos	2	99999	by 2.0	openverse:wikimedia	Top-down aerial of Agios Dimitrios Beach, Alonnisos, Greece (51696650540)	https://commons.wikimedia.org/w/index.php?curid=112756485
95	1973	Tourlos	Mykonos	south-aegean-mykonos	0	99999	by 2.0	openverse:wikimedia	Cliffs at Tourlos Beach on Milos Island, Greece	https://commons.wikimedia.org/w/index.php?curid=101700036
95	1973	Tourlos	Mykonos	south-aegean-mykonos	1	99999	by 2.0	openverse:wikimedia	Red rocks at Tourlos Beach on Milos Island, Greece	https://commons.wikimedia.org/w/index.php?curid=101700037
95	1973	Tourlos	Mykonos	south-aegean-mykonos	2	99999	by 2.0	openverse:wikimedia	Aerial view of Tourlos Beach on Milos Island, Greece	https://commons.wikimedia.org/w/index.php?curid=101700029
95	1973	Tourlos	Mykonos	south-aegean-mykonos	3	99999	by 2.0	openverse:wikimedia	Tourlos Beach on Milos Island, Greece	https://commons.wikimedia.org/w/index.php?curid=101700031
95	2021	Agios Dimitrios	Paros	south-aegean-paros	0	99999	by 2.0	openverse:wikimedia	Aerial view of Agios Dimitrios Beach, Alonnisos, Greece (51696648975)	https://commons.wikimedia.org/w/index.php?curid=112756480
95	2021	Agios Dimitrios	Paros	south-aegean-paros	1	99999	by 2.0	openverse:wikimedia	Agios Dimitrios Beach, Alonnisos, Greece (51696036058)	https://commons.wikimedia.org/w/index.php?curid=112756484
95	2021	Agios Dimitrios	Paros	south-aegean-paros	2	99999	by 2.0	openverse:wikimedia	Top-down aerial of Agios Dimitrios Beach, Alonnisos, Greece (51696650540)	https://commons.wikimedia.org/w/index.php?curid=112756485
95	2390	Aspri	Patmos	south-aegean-patmos	0	99999	by-sa 4.0	openverse:wikimedia	File:Aspri ammos beach, Othoni island, Greece.jpg	https://commons.wikimedia.org/w/index.php?curid=53673430
95	884	Limnionas	Preveza	epirus-preveza-mainland	2	99999	by 2.0	openverse:wikimedia	Porto Limnionas beach Zakynthos, Greece (46474702631)	https://commons.wikimedia.org/w/index.php?curid=79058985
95	1284	Psili	Psara	north-aegean-psara	3	99999	CC BY 3.0	commons-name	Vai Psili Ammos 07.jpg	https://commons.wikimedia.org/wiki/File%3AVai%20Psili%20Ammos%2007.jpg
95	1284	Psili	Psara	north-aegean-psara	4	99999	CC BY 3.0	commons-name	Vai Psili Ammos 09.jpg	https://commons.wikimedia.org/wiki/File%3AVai%20Psili%20Ammos%2009.jpg
95	1284	Psili	Psara	north-aegean-psara	5	99999	CC BY 3.0	commons-name	Vai Psili Ammos 04.jpg	https://commons.wikimedia.org/wiki/File%3AVai%20Psili%20Ammos%2004.jpg
95	1284	Psili	Psara	north-aegean-psara	6	99999	CC BY 3.0	commons-name	Vai Psili Ammos 01.jpg	https://commons.wikimedia.org/wiki/File%3AVai%20Psili%20Ammos%2001.jpg
95	672	Agia Marina	Rethymno	crete-crete-rethymno	0	99999	by-sa 4.0	openverse:wikimedia	Agia Marina - Cabana Mare beach	https://commons.wikimedia.org/w/index.php?curid=109687203
95	2212	Livadi	Schinoussa	south-aegean-schinoussa	3	99999	by-sa 3.0	openverse:wikimedia	File:A@a avlomonas beach livadi serifos greece - panoramio.jpg	https://commons.wikimedia.org/w/index.php?curid=53439452
95	2098	Vlychada	Sifnos	south-aegean-sifnos	1	99999	by-sa 4.0	openverse:wikimedia	Santorin (GR), Exomytis, Vlychada Beach -- 2017 -- 2999 (bw)	https://commons.wikimedia.org/w/index.php?curid=63225571
95	2098	Vlychada	Sifnos	south-aegean-sifnos	2	99999	by-sa 4.0	openverse:wikimedia	Santorin (GR), Exomytis, Vlychada Beach -- 2017 -- 2791	https://commons.wikimedia.org/w/index.php?curid=63225561
95	2098	Vlychada	Sifnos	south-aegean-sifnos	3	99999	by-sa 4.0	openverse:wikimedia	Santorin (GR), Exomytis, Vlychada Beach -- 2017 -- 2999 (bw) - 2	https://commons.wikimedia.org/w/index.php?curid=63518977
95	2098	Vlychada	Sifnos	south-aegean-sifnos	4	99999	by-sa 4.0	openverse:wikimedia	Santorin (GR), Exomytis, Vlychada Beach -- 2017 -- 2996	https://commons.wikimedia.org/w/index.php?curid=63225569
95	2098	Vlychada	Sifnos	south-aegean-sifnos	5	99999	by-sa 4.0	openverse:wikimedia	Santorin (GR), Exomytis, Vlychada Beach -- 2017 -- 2999	https://commons.wikimedia.org/w/index.php?curid=63225570
95	2098	Vlychada	Sifnos	south-aegean-sifnos	6	99999	by-sa 4.0	openverse:wikimedia	Santorin (GR), Exomytis, Vlychada Beach -- 2017 -- 2999 -- 2	https://commons.wikimedia.org/w/index.php?curid=65062018
95	2098	Vlychada	Sifnos	south-aegean-sifnos	7	99999	by-sa 4.0	openverse:wikimedia	File:Santorin (GR), Exomytis, Vlychada Beach -- 2017 -- 2833.jpg	https://commons.wikimedia.org/w/index.php?curid=63225566
95	317	Kalamitsa	Skyros	central-greece-skyros	0	99999	CC BY-SA 4.0	commons-name	Kalamitsa beach Kavala.jpg	https://commons.wikimedia.org/wiki/File%3AKalamitsa%20beach%20Kavala.jpg
95	317	Kalamitsa	Skyros	central-greece-skyros	1	99999	CC BY-SA 4.0	commons-name	Kalamitsa beach, Kavala.jpg	https://commons.wikimedia.org/wiki/File%3AKalamitsa%20beach%2C%20Kavala.jpg
95	166	Agia Marina	Spetses	attica-spetses	1	99999	CC BY-SA 4.0	commons-name	Chapel of Agia Marina at Agia Marina Beach Rhodes 22 July 2016.jpg	https://commons.wikimedia.org/wiki/File%3AChapel%20of%20Agia%20Marina%20at%20Agia%20Marina%20Beach%20Rhodes%2022%20July%202016.jpg
95	166	Agia Marina	Spetses	attica-spetses	2	99999	CC BY-SA 4.0	commons-name	Fingerpost Agia Marina Beach 50 m Rhodes 22 July 2016.jpg	https://commons.wikimedia.org/wiki/File%3AFingerpost%20Agia%20Marina%20Beach%2050%20m%20Rhodes%2022%20July%202016.jpg
95	166	Agia Marina	Spetses	attica-spetses	3	99999	CC BY-SA 4.0	commons-name	PG Gas Pioneer at Pier near Agia Marina Beach Kallithea Rhodes 22 July 2016.jpg	https://commons.wikimedia.org/wiki/File%3APG%20Gas%20Pioneer%20at%20Pier%20near%20Agia%20Marina%20Beach%20Kallithea%20Rhodes%2022%20July%202016.jpg
95	166	Agia Marina	Spetses	attica-spetses	4	99999	CC BY-SA 4.0	commons-name	Agia Marina Beach Rhodes 22 July 2016.jpg	https://commons.wikimedia.org/wiki/File%3AAgia%20Marina%20Beach%20Rhodes%2022%20July%202016.jpg
95	166	Agia Marina	Spetses	attica-spetses	5	99999	CC BY-SA 4.0	commons-name	PG Gas Pioneer at Oil Terminal near Agia Marina Beach Kallithea Rhodes 22 July 2016.jpg	https://commons.wikimedia.org/wiki/File%3APG%20Gas%20Pioneer%20at%20Oil%20Terminal%20near%20Agia%20Marina%20Beach%20Kallithea%20Rhodes%2022%20July%202016.jpg
