id	name	slug	idx	license	source	title	page
144	Kapsali	attica-kythira	1	by-sa 4.0	openverse:wikimedia	Beach - Kapsali - Kythira - Greece - 2018.08.28 15.49.04.904 001	https://commons.wikimedia.org/w/index.php?curid=100765720
144	Kapsali	attica-kythira	2	by-sa 4.0	openverse:wikimedia	Beach - Kapsali - Kythira - Greece - 2018.08.28 15.45.11.106 002	https://commons.wikimedia.org/w/index.php?curid=100765505
144	Kapsali	attica-kythira	3	by-sa 4.0	openverse:wikimedia	Beach - Kapsali - Kythira - Greece - 2018.08.28 17.27.33.538 002	https://commons.wikimedia.org/w/index.php?curid=100766747
144	Kapsali	attica-kythira	4	by-sa 4.0	openverse:wikimedia	Beach - Kapsali - Kythira - Greece - 2018.08.28 17.37.46.068 002	https://commons.wikimedia.org/w/index.php?curid=100769592
144	Kapsali	attica-kythira	5	by-sa 4.0	openverse:wikimedia	Beach - Kapsali - Kythira - Greece - 2018.08.28 17.38.08.719 003	https://commons.wikimedia.org/w/index.php?curid=100769851
144	Kapsali	attica-kythira	6	by-sa 4.0	openverse:wikimedia	Beach - Kapsali - Kythira - Greece - 2018.08.28 17.36.04.345 001	https://commons.wikimedia.org/w/index.php?curid=100769062
144	Kapsali	attica-kythira	7	by-sa 4.0	openverse:wikimedia	Beach - Kapsali - Kythira - Greece - 2018.08.28 17.26.53.166 003	https://commons.wikimedia.org/w/index.php?curid=100766679
1038	Ozias	ionian-islands-paxos	5	CC BY-SA 4.0	commons-geo(444m)	Ozias Bay and Andipaxos.jpg	https://commons.wikimedia.org/wiki/File%3AOzias%20Bay%20and%20Andipaxos.jpg
2500	Marathi	south-aegean-marathi	0	by-sa 2.0	openverse:flickr	Marathi beach	https://www.flickr.com/photos/39824826@N08/9678897850
