id,beach_gr,beach_en,island,region_file,has_photo,photo_source
2225,Βαθύ Πηγάδι,Vathy Pigadi,Αγαθονήσι,south-aegean-agathonisi,no,
2226,Γαδουρόλακκος,Gadourolakkos,Αγαθονήσι,south-aegean-agathonisi,no,
2227,Πάλος,Palos,Αγαθονήσι,south-aegean-agathonisi,no,
2228,Παραλία Σπηλιάς,Paralia Spilias,Αγαθονήσι,south-aegean-agathonisi,no,
2229,Τσαγκάρι,Tsagkari,Αγαθονήσι,south-aegean-agathonisi,no,
1420,Άγιος Αντώνιος,Agios Antonios,Άγιος Ευστράτιος,north-aegean-agios-efstratios,no,
1419,Άγιος Δημήτριος,Agios Dimitrios,Άγιος Ευστράτιος,north-aegean-agios-efstratios,no,
1421,Άγιος Νικόλαος,Agios Nikolaos,Άγιος Ευστράτιος,north-aegean-agios-efstratios,no,
1422,Αλονίτσι,Alonitsi,Άγιος Ευστράτιος,north-aegean-agios-efstratios,no,
1423,Γουρνιά,Gournia,Άγιος Ευστράτιος,north-aegean-agios-efstratios,no,
1424,Λιδαριό,Lidario,Άγιος Ευστράτιος,north-aegean-agios-efstratios,no,
1425,Μουρούλια,Mouroulia,Άγιος Ευστράτιος,north-aegean-agios-efstratios,no,
1430,Ροδοκάλι,Rodokali,Άγιος Ευστράτιος,north-aegean-agios-efstratios,no,
1426,Τρηγάρη,Trigari,Άγιος Ευστράτιος,north-aegean-agios-efstratios,no,
1427,Τρυπητή,Trypiti,Άγιος Ευστράτιος,north-aegean-agios-efstratios,no,
1428,Φράγκου,Fragkou,Άγιος Ευστράτιος,north-aegean-agios-efstratios,no,
1429,Φτελιό,Ftelio,Άγιος Ευστράτιος,north-aegean-agios-efstratios,no,
95,Απόνησος,Aponisos,Αγκίστρι,attica-agistri,no,
96,Δραγονέρα,Dragonera,Αγκίστρι,attica-agistri,no,
97,Ξεκοφτή,Xekofti,Αγκίστρι,attica-agistri,no,
98,Παραλία Μεγαλοχωρίου,Paralia Megalochoriou,Αγκίστρι,attica-agistri,no,
99,Σκληρή,Skliri,Αγκίστρι,attica-agistri,no,
100,Χαλικιάδα,Chalikiada,Αγκίστρι,attica-agistri,no,
81,Αγία Μαρίνα,Agia Marina,Αίγινα,attica-aegina,no,
3024,Αίγινα Αγ. Βασίλειος,Aigina Ag. Vasilios,Αίγινα,attica-aegina,no,
3022,Αίγινα Μαραθώνας,Aigina Marathonas,Αίγινα,attica-aegina,no,
82,Αιγινήτισσα,Aiginitissa,Αίγινα,attica-aegina,no,
83,Αύρα,Avra,Αίγινα,attica-aegina,no,
84,Βοτσαλωτή Παραλία,Votsaloti Paralia,Αίγινα,attica-aegina,no,
85,Κλειδί,Klidi,Αίγινα,attica-aegina,no,
86,Λουτρά,Loutra,Αίγινα,attica-aegina,no,
80,Παραλία Βαγίας,Paralia Vagias,Αίγινα,attica-aegina,no,
87,Παραλία Ζινόβι,Paralia Zinovi,Αίγινα,attica-aegina,no,
88,Παραλία Καμάρες,Paralia Kamares,Αίγινα,attica-aegina,no,
89,Παραλία Κολώνα,Paralia Kolona,Αίγινα,attica-aegina,no,
90,Παραλία Μαραθώνα Α,Paralia Marathona A,Αίγινα,attica-aegina,no,
91,Παραλία Μαραθώνα Β,Paralia Marathona V,Αίγινα,attica-aegina,no,
92,Παραλία Σαρπά,Paralia Sarpa,Αίγινα,attica-aegina,no,
94,Σουβάλα,Souvala,Αίγινα,attica-aegina,no,
93,Τούρλος,Tourlos,Αίγινα,attica-aegina,no,
2526,Αγριλιά,Agrilia,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
3044,Άκτιο Βόνιτσας Αγ. Δημήτριος,Aktio Vonitsas Ag. Dimitrios,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
3045,Άκτιο Βόνιτσας Πάλαιρος,Aktio Vonitsas Palairos,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2528,Ασπρογιάλι,Asprogiali,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2529,Βαθιά Βάλη,Vathia Vali,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2530,Βελά,Vela,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2531,Γιάννιτσα,Giannitsa,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2532,Γρίμποβο,Grimpovo,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2533,Λούρος,Louros,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2534,Μαραθάκι,Marathaki,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2535,Μαραθιάς,Marathias,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
3017,Μεσολόγγι Τουρλίδα,Mesolongi Tourlida,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2536,Μυρτάρι,Myrtari,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2537,Μυρτιά,Myrtia,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2538,Παλιονήσι,Palionisi,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2539,Παλιοπόταμος,Paliopotamos,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2540,Παραθάλασσο,Parathalasso,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2542,Παραλία Αγ. Σπυρίδωνα Λουτρακίου,Paralia Ag. Spyridona Loutrakiou,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2544,Παραλία Αγίου Ιωάννη,Paralia Agiou Ioanni,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2545,Παραλία Αμφιλοχίας,Paralia Amfilochias,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2547,Παραλία Βαθυαβάλι,Paralia Vathyavali,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2548,Παραλία Βλυχά,Paralia Vlycha,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2549,Παραλία Διόνι,Paralia Dioni,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2551,Παραλία Κατεργάκι,Paralia Katergaki,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2552,Παραλία Κουλούρι,Paralia Koulouri,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2553,Παραλία Λιμνοπούλα,Paralia Limnopoula,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2554,Παραλία Λουτρακίου,Paralia Loutrakiou,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2555,Παραλία Πλατανίτη,Paralia Plataniti,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2556,Παραλία Ρίζας,Paralia Rizas,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2558,Παραλία Ρούγας,Paralia Rougas,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2559,Παραλία Τουρλίδας,Paralia Tourlidas,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
3046,ΠΔΕ Αραχωβίτικα,PDE Arachovitika,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
3050,ΠΔΕ Μακύνεια,PDE Makynia,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
3051,ΠΔΕ Πάτρα Αγ.Βασίλειος,PDE Patra Ag.Vasilios,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2563,Χιόνι,Chioni,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2564,Ψανή,Psani,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2517,Abelakia,Abelakia,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2518,Agrapidia,Agrapidia,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2519,Athiki,Athiki,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2520,Bouka Beach,Bouka Beach,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2521,Drepano Kite Surfer's Paradise Beach,Drepano Kite Surfer's Paradise Beach,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2522,Kitesurf Spot,Kitesurf Spot,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2523,Mirtia Strand,Mirtia Strand,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2524,Mylos beach,Mylos beach,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2525,Vali,Vali,Αιτωλοακαρνανία,west-greece-aetolia-acarnania-mainland,no,
2583,Άγιοι Ανάργυροι,Agii Anargyri,Αλόννησος,thessaly-alonissos,no,
2584,Άγιος Πέτρος,Agios Petros,Αλόννησος,thessaly-alonissos,no,
3023,Αλόννησος Μηλιά,Alonnisos Milia,Αλόννησος,thessaly-alonissos,no,
2585,Βαμπακιές,Vampakies,Αλόννησος,thessaly-alonissos,no,
2586,Βασίλη Μπαμπακιές,Vasili Bampakies,Αλόννησος,thessaly-alonissos,no,
2587,Βρυσίτσα,Vrysitsa,Αλόννησος,thessaly-alonissos,no,
2581,Γέρακας,Gerakas,Αλόννησος,thessaly-alonissos,no,
2588,Γλυφά,Glyfa,Αλόννησος,thessaly-alonissos,no,
2589,Γυαλιά,Gyalia,Αλόννησος,thessaly-alonissos,no,
2580,Ελιά,Elia,Αλόννησος,thessaly-alonissos,yes,global
2590,Καλύβια Αλεξίου,Kalyvia Alexiou,Αλόννησος,thessaly-alonissos,no,
2591,Καλύβια Σταματίου,Kalyvia Stamatiou,Αλόννησος,thessaly-alonissos,no,
2592,Κατερίνας Βάλα,Katerinas Vala,Αλόννησος,thessaly-alonissos,no,
2593,Κεντρόρεμα,Kentrorema,Αλόννησος,thessaly-alonissos,no,
2594,Κοκκινόκαστρο,Kokkinokastro,Αλόννησος,thessaly-alonissos,no,
2595,Λένα,Lena,Αλόννησος,thessaly-alonissos,no,
2596,Λεφτό Γιαλός,Lefto Gialos,Αλόννησος,thessaly-alonissos,no,
2597,Μεγάλη Άμμος,Megali Ammos,Αλόννησος,thessaly-alonissos,no,
2598,Μηλιά,Milia,Αλόννησος,thessaly-alonissos,no,
2599,Μουρτίτσα,Mourtitsa,Αλόννησος,thessaly-alonissos,no,
2600,Νικόλα Βάλα,Nikola Vala,Αλόννησος,thessaly-alonissos,no,
2601,Παραλία Βότση,Paralia Votsi,Αλόννησος,thessaly-alonissos,no,
2602,Παραλία Βύθισμα,Paralia Vythisma,Αλόννησος,thessaly-alonissos,no,
2603,Παραλία Μεγάλος Μουρτιάς,Paralia Megalos Mourtias,Αλόννησος,thessaly-alonissos,no,
2604,Παραλία Μικρός Μουρτιάς,Paralia Mikros Mourtias,Αλόννησος,thessaly-alonissos,no,
2582,Παραλία Πατητηρίου,Paralia Patitiriou,Αλόννησος,thessaly-alonissos,no,
2606,Πλάκες,Plakes,Αλόννησος,thessaly-alonissos,no,
2607,Ρουσούμ Γιαλός,Rousoum Gialos,Αλόννησος,thessaly-alonissos,no,
2608,Σπαρτίνες,Spartines,Αλόννησος,thessaly-alonissos,no,
2609,Σπλιθάρι,Splithari,Αλόννησος,thessaly-alonissos,no,
2610,Στου Μαλαθρίτη Μπαμπακιές,Stou Malathriti Bampakies,Αλόννησος,thessaly-alonissos,no,
2611,Στροβίλι,Strovili,Αλόννησος,thessaly-alonissos,no,
2612,Τζώρτζη,Tzortzi,Αλόννησος,thessaly-alonissos,no,
2613,Τουρκονέρι,Tourkoneri,Αλόννησος,thessaly-alonissos,no,
2614,Τσουκαλιά,Tsoukalia,Αλόννησος,thessaly-alonissos,no,
1657,Αγία Άννα,Agia Anna,Αμοργός,south-aegean-amorgos,yes,cyclades:amorgos
1658,Άγιος Παύλος,Agios Pavlos,Αμοργός,south-aegean-amorgos,yes,cyclades:amorgos
1659,Καλοκαταρίτισσα,Kalokataritissa,Αμοργός,south-aegean-amorgos,yes,cyclades:amorgos
1660,Καμπί,Kampi,Αμοργός,south-aegean-amorgos,no,
1661,Κάτω Κάμπος,Kato Kampos,Αμοργός,south-aegean-amorgos,no,
1662,Λεβρωσός,Levrosos,Αμοργός,south-aegean-amorgos,no,
1663,Μαλτέζι,Maltezi,Αμοργός,south-aegean-amorgos,yes,cyclades:amorgos
1670,Μικρή Βλυχάδα,Mikri Vlychada,Αμοργός,south-aegean-amorgos,no,
1664,Μούρος,Mouros,Αμοργός,south-aegean-amorgos,yes,cyclades:amorgos
1665,Νικουριά,Nikouria,Αμοργός,south-aegean-amorgos,yes,cyclades:amorgos
1666,Παραδείσια,Paradisia,Αμοργός,south-aegean-amorgos,no,
1667,Φοινικιές,Finikies,Αμοργός,south-aegean-amorgos,no,
1668,Χόχλακας,Chochlakas,Αμοργός,south-aegean-amorgos,no,
1669,Ψιλή Άμμος,Psili Ammos,Αμοργός,south-aegean-amorgos,no,
78,Άγιος Πέτρος,Agios Petros,Ανατολική Αττική,attica-east-attica-mainland,no,
55,Αρμυρίκια,Armyrikia,Ανατολική Αττική,attica-east-attica-mainland,no,
74,Ασημάκη,Asimaki,Ανατολική Αττική,attica-east-attica-mainland,no,
46,Αυλάκι,Avlaki,Ανατολική Αττική,attica-east-attica-mainland,yes,attica:east_attica
54,Γαλάζια Ακτή,Galazia Akti,Ανατολική Αττική,attica-east-attica-mainland,yes,attica:east_attica
63,Δεύτερη Παραλία Σαρωνίδας,Devteri Paralia Saronidas,Ανατολική Αττική,attica-east-attica-mainland,no,
43,Ερωτοσπηλιά,Erotospilia,Ανατολική Αττική,attica-east-attica-mainland,yes,attica:east_attica
60,Ευκάλυπτα,Evkalypta,Ανατολική Αττική,attica-east-attica-mainland,no,
51,Ηλιόπουλος,Iliopoulos,Ανατολική Αττική,attica-east-attica-mainland,no,
31,Θέρετρο Αξιωματικών Ναυτικού,Theretro Axiomatikon Navtikou,Ανατολική Αττική,attica-east-attica-mainland,no,
70,Θυμάρι,Thymari,Ανατολική Αττική,attica-east-attica-mainland,yes,attica:east_attica
3026,ΚΑΑΥ Άγιος Ανδρέας,KAAv Agios Andreas,Ανατολική Αττική,attica-east-attica-mainland,no,
48,Κακιά Θάλασσα,Kakia Thalassa,Ανατολική Αττική,attica-east-attica-mainland,no,
59,Καλοπήγαδο,Kalopigado,Ανατολική Αττική,attica-east-attica-mainland,no,
62,Κεντρική παραλία Σαρωνίδας,Kentriki paralia Saronidas,Ανατολική Αττική,attica-east-attica-mainland,no,
50,Λομπάρδα / Mojito Bay,Lomparda / Mojito Bay,Ανατολική Αττική,attica-east-attica-mainland,no,
65,Μαύρο Λιθάρι / Eden Beach,Mavro Lithari / Eden Beach,Ανατολική Αττική,attica-east-attica-mainland,no,
40,Μικρή Χαμολιά,Mikri Chamolia,Ανατολική Αττική,attica-east-attica-mainland,yes,attica:east_attica
30,Μικρό Σέσι,Mikro Sesi,Ανατολική Αττική,attica-east-attica-mainland,no,
45,Νησίδα Κεκροπούλα,Nisida Kekropoula,Ανατολική Αττική,attica-east-attica-mainland,no,
67,Όρμος Αγίου Νικολάου,Ormos Agiou Nikolaou,Ανατολική Αττική,attica-east-attica-mainland,no,
35,Όρμος Ληδάκι,Ormos Lidaki,Ανατολική Αττική,attica-east-attica-mainland,no,
47,Πανόραμα,Panorama,Ανατολική Αττική,attica-east-attica-mainland,no,
27,Παραλία Αγίας Παρασκευής,Paralia Agias Paraskevis,Ανατολική Αττική,attica-east-attica-mainland,no,
28,Παραλία Αγίου Κωνσταντίνου,Paralia Agiou Konstantinou,Ανατολική Αττική,attica-east-attica-mainland,no,
69,Παραλία Αγίου Νικολάου,Paralia Agiou Nikolaou,Ανατολική Αττική,attica-east-attica-mainland,no,
44,Παραλία Αγίου Σπυρίδωνα,Paralia Agiou Spyridona,Ανατολική Αττική,attica-east-attica-mainland,no,
29,Παραλία Αγκώνα,Paralia Agkona,Ανατολική Αττική,attica-east-attica-mainland,no,
25,Παραλία Αγριλέζας,Paralia Agrilezas,Ανατολική Αττική,attica-east-attica-mainland,no,
26,Παραλία Ακρωτηρίου,Paralia Akrotiriou,Ανατολική Αττική,attica-east-attica-mainland,no,
52,Παραλία Αλθέας,Paralia Altheas,Ανατολική Αττική,attica-east-attica-mainland,yes,attica:east_attica
66,Παραλία Αναβύσσου,Paralia Anavyssou,Ανατολική Αττική,attica-east-attica-mainland,yes,attica:east_attica
42,Παραλία Αράχνες,Paralia Arachnes,Ανατολική Αττική,attica-east-attica-mainland,no,
37,Παραλία Αρτέμιδας,Paralia Artemidas,Ανατολική Αττική,attica-east-attica-mainland,no,
39,Παραλία Βραυρώνας,Paralia Vravronas,Ανατολική Αττική,attica-east-attica-mainland,yes,attica:east_attica
34,Παραλία Ζούμπερι,Paralia Zoumperi,Ανατολική Αττική,attica-east-attica-mainland,no,
77,Παραλία ΚΑΠΕ,Paralia KAPE,Ανατολική Αττική,attica-east-attica-mainland,yes,attica:east_attica
49,Παραλία Κοκολόκο,Paralia Kokoloko,Ανατολική Αττική,attica-east-attica-mainland,no,
76,Παραλία Λεγραινών,Paralia Legrainon,Ανατολική Αττική,attica-east-attica-mainland,yes,attica:east_attica
33,Παραλία Μαραθώνα,Paralia Marathona,Ανατολική Αττική,attica-east-attica-mainland,yes,attica:east_attica
64,Παραλία Μαύρο Λιθάρι,Paralia Mavro Lithari,Ανατολική Αττική,attica-east-attica-mainland,yes,attica:east_attica
53,Παραλία Σκάλες Αλθέας,Paralia Skales Altheas,Ανατολική Αττική,attica-east-attica-mainland,yes,attica:east_attica
79,Παραλία Σουνίου,Paralia Souniou,Ανατολική Αττική,attica-east-attica-mainland,yes,attica:east_attica
32,Παραλία Σχινιά,Paralia Schinia,Ανατολική Αττική,attica-east-attica-mainland,yes,attica:east_attica
41,Παραλία Χαμολιά,Paralia Chamolia,Ανατολική Αττική,attica-east-attica-mainland,yes,attica:east_attica
72,Πασά,Pasa,Ανατολική Αττική,attica-east-attica-mainland,no,
57,Πεύκο,Pevko,Ανατολική Αττική,attica-east-attica-mainland,no,
36,Πλαζ Ραφήνας,Plaz Rafinas,Ανατολική Αττική,attica-east-attica-mainland,yes,attica:east_attica
56,Πόρτο Εννέα,Porto Ennea,Ανατολική Αττική,attica-east-attica-mainland,no,
3006,Πόρτο Ράφτη Αυλάκι,Porto Rafti Avlaki,Ανατολική Αττική,attica-east-attica-mainland,no,
71,Πούντα Ζέζα,Pounta Zeza,Ανατολική Αττική,attica-east-attica-mainland,yes,attica:east_attica
68,Σκαλάκια Αναβύσσου,Skalakia Anavyssou,Ανατολική Αττική,attica-east-attica-mainland,yes,attica:east_attica
73,Τσίου,Tsiou,Ανατολική Αττική,attica-east-attica-mainland,no,
61,Τσονίμα,Tsonima,Ανατολική Αττική,attica-east-attica-mainland,yes,attica:east_attica
75,Χάρακας,Charakas,Ανατολική Αττική,attica-east-attica-mainland,yes,attica:east_attica
3027,Ωρωπός Άγιοι Απόστολοι Καλάμου,Oropos Agii Apostoli Kalamou,Ανατολική Αττική,attica-east-attica-mainland,no,
3028,Ωρωπός Σκάλα Ωρωπού,Oropos Skala Oropou,Ανατολική Αττική,attica-east-attica-mainland,no,
3029,Ωρωπός Χαλκούτσι,Oropos Chalkoutsi,Ανατολική Αττική,attica-east-attica-mainland,no,
58,Lagonissi Grand Resort,Lagonissi Grand Resort,Ανατολική Αττική,attica-east-attica-mainland,no,
1671,Άγιοι Ανάργυροι,Agii Anargyri,Ανάφη,south-aegean-anafi,no,
1672,Βαγιά,Vagia,Ανάφη,south-aegean-anafi,no,
1673,Έξω Ρούκουνας,Exo Roukounas,Ανάφη,south-aegean-anafi,yes,cyclades:anafi
1674,Καλαγκάθι,Kalagkathi,Ανάφη,south-aegean-anafi,no,
1675,Καταλιμάτσα,Katalimatsa,Ανάφη,south-aegean-anafi,no,
1676,Κατσούνι,Katsouni,Ανάφη,south-aegean-anafi,no,
1677,Κλεισίδι,Klisidi,Ανάφη,south-aegean-anafi,yes,cyclades:anafi
1678,Λιβοσκόπος,Livoskopos,Ανάφη,south-aegean-anafi,no,
1679,Μέγας Ποταμός,Megas Potamos,Ανάφη,south-aegean-anafi,no,
1680,Μικρός Ρούκουνας,Mikros Roukounas,Ανάφη,south-aegean-anafi,yes,cyclades:anafi
1681,Ξετρυπητή,Xetrypiti,Ανάφη,south-aegean-anafi,no,
1682,Πρασιές,Prasies,Ανάφη,south-aegean-anafi,no,
1683,Πράσσα,Prassa,Ανάφη,south-aegean-anafi,no,
1684,Ρούκουνας,Roukounas,Ανάφη,south-aegean-anafi,yes,cyclades:anafi
1685,Φλαμουρού,Flamourou,Ανάφη,south-aegean-anafi,no,
1686,Αγ.Κυπριανός,Ag.Kyprianos,Άνδρος,south-aegean-andros,no,
1687,Άγιος Ιωάννης,Agios Ioannis,Άνδρος,south-aegean-andros,no,
1688,Αγιος Πέτρος,Agios Petros,Άνδρος,south-aegean-andros,no,
1689,Αποθηκες,Apothikes,Άνδρος,south-aegean-andros,no,
1690,Αρτεμίδι,Artemidi,Άνδρος,south-aegean-andros,no,
1691,Ατένι,Ateni,Άνδρος,south-aegean-andros,no,
1692,Αχλα,Achla,Άνδρος,south-aegean-andros,yes,cyclades:andros
1696,Βίντζι,Vintzi,Άνδρος,south-aegean-andros,no,
1693,Βιτάλι,Vitali,Άνδρος,south-aegean-andros,yes,cyclades:andros
1694,Βλυχάδα,Vlychada,Άνδρος,south-aegean-andros,no,
1695,Βόρη,Vori,Άνδρος,south-aegean-andros,no,
1697,Γίδες,Gides,Άνδρος,south-aegean-andros,no,
1698,Γυάλια,Gyalia,Άνδρος,south-aegean-andros,no,
1699,Ζορκος,Zorkos,Άνδρος,south-aegean-andros,no,
1700,Καλαμίτσι,Kalamitsi,Άνδρος,south-aegean-andros,no,
1701,Καμινάκι,Kaminaki,Άνδρος,south-aegean-andros,no,
1702,Κολώνα,Kolona,Άνδρος,south-aegean-andros,no,
1704,Κουρταλή,Kourtali,Άνδρος,south-aegean-andros,no,
1705,Κυπρί,Kypri,Άνδρος,south-aegean-andros,yes,cyclades:andros
1706,Λεύκα,Levka,Άνδρος,south-aegean-andros,no,
1707,Λεφκιβάρι,Lefkivari,Άνδρος,south-aegean-andros,no,
1708,Λιμανάκι,Limanaki,Άνδρος,south-aegean-andros,no,
1709,Λυδι,Lydi,Άνδρος,south-aegean-andros,no,
1710,Μεγάλα Πέζα,Megala Peza,Άνδρος,south-aegean-andros,no,
1711,Μικρά Πέζα,Mikra Peza,Άνδρος,south-aegean-andros,no,
1712,Μικρογιάλι,Mikrogiali,Άνδρος,south-aegean-andros,no,
1713,Μπατσί,Batsi,Άνδρος,south-aegean-andros,yes,cyclades:andros
1714,Μπουρός,Bouros,Άνδρος,south-aegean-andros,no,
1703,Νειμποριό,Nimporio,Άνδρος,south-aegean-andros,no,
1715,Παλαιοπολη,Palaiopoli,Άνδρος,south-aegean-andros,no,
1716,Παραλία Φελού,Paralia Felou,Άνδρος,south-aegean-andros,no,
1717,Παραπόρτι,Paraporti,Άνδρος,south-aegean-andros,no,
1718,Πίσω Γυάλια,Piso Gyalia,Άνδρος,south-aegean-andros,no,
1719,Πίσω Λιμνιώνας,Piso Limnionas,Άνδρος,south-aegean-andros,no,
1720,Πλατανιστός,Platanistos,Άνδρος,south-aegean-andros,no,
1721,Πύργος,Pyrgos,Άνδρος,south-aegean-andros,no,
1722,Ρόζος,Rozos,Άνδρος,south-aegean-andros,no,
1723,Στενό (Σταυρός),Steno (Stavros),Άνδρος,south-aegean-andros,no,
1724,Συνετί,Syneti,Άνδρος,south-aegean-andros,no,
1725,Της γριας το πήδημα,Tis grias to pidima,Άνδρος,south-aegean-andros,yes,cyclades:andros
1726,Χρυσή Αμμος,Chrysi Ammos,Άνδρος,south-aegean-andros,yes,cyclades:andros
1050,Αγριαπιδιά,Agriapidia,Αντίπαξοι,ionian-islands-antipaxos,no,
1053,Βουτούμι,Voutoumi,Αντίπαξοι,ionian-islands-antipaxos,no,
1055,Βρίκα,Vrika,Αντίπαξοι,ionian-islands-antipaxos,no,
1045,Καλαμίτσα,Kalamitsa,Αντίπαξοι,ionian-islands-antipaxos,no,
1048,Μεγάλο Αγνί,Megalo Agni,Αντίπαξοι,ionian-islands-antipaxos,no,
1054,Μεσοβρίκα,Mesovrika,Αντίπαξοι,ionian-islands-antipaxos,no,
1047,Μικρό Αγνί,Mikro Agni,Αντίπαξοι,ionian-islands-antipaxos,no,
1052,Πλάκκα,Plakka,Αντίπαξοι,ionian-islands-antipaxos,no,
1049,Ροδοβάνι,Rodovani,Αντίπαξοι,ionian-islands-antipaxos,no,
1051,Ροδοβανόπουλο,Rodovanopoulo,Αντίπαξοι,ionian-islands-antipaxos,no,
1043,Σαρακίνικο,Sarakiniko,Αντίπαξοι,ionian-islands-antipaxos,no,
1046,Σκίδι,Skidi,Αντίπαξοι,ionian-islands-antipaxos,no,
1044,Φύκι,Fyki,Αντίπαξοι,ionian-islands-antipaxos,no,
1727,Άγιος Σώστης,Agios Sostis,Αντίπαρος,south-aegean-antiparos,no,
1728,Ακτή Παναγίας Φανερωμένης,Akti Panagias Faneromenis,Αντίπαρος,south-aegean-antiparos,no,
1729,Δεύτερη Ψαραλυκή,Devteri Psaralyki,Αντίπαρος,south-aegean-antiparos,no,
1730,Θεολόγος,Theologos,Αντίπαρος,south-aegean-antiparos,no,
1731,Καλούδια,Kaloudia,Αντίπαρος,south-aegean-antiparos,no,
1732,Λιβάδι,Livadi,Αντίπαρος,south-aegean-antiparos,no,
1733,Λιβάδια,Livadia,Αντίπαρος,south-aegean-antiparos,no,
1734,Παραλία Παναγίας Δεσποτικού,Paralia Panagias Despotikou,Αντίπαρος,south-aegean-antiparos,no,
1735,Πρώτη Ψαραλυκή,Proti Psaralyki,Αντίπαρος,south-aegean-antiparos,no,
1736,Σιφνέικο,Sifniko,Αντίπαρος,south-aegean-antiparos,yes,cyclades:antiparos
1737,Σωρό,Soro,Αντίπαρος,south-aegean-antiparos,yes,cyclades:antiparos
1738,Φανερωμένη,Faneromeni,Αντίπαρος,south-aegean-antiparos,no,
1471,Ανάβαλος,Anavalos,Αργολίδα,peloponnese-argolida-mainland,no,
1472,Ανεπίσημη Γυμνιστική Παραλία,Anepisimi Gymnistiki Paralia,Αργολίδα,peloponnese-argolida-mainland,no,
1473,Βερβερόντα,Ververonta,Αργολίδα,peloponnese-argolida-mainland,no,
1496,Βιβάρι,Vivari,Αργολίδα,peloponnese-argolida-mainland,no,
1498,Γιαλάσι,Gialasi,Αργολίδα,peloponnese-argolida-mainland,no,
1474,Γκλιάτη,Gliati,Αργολίδα,peloponnese-argolida-mainland,no,
1497,Ίρια,Iria,Αργολίδα,peloponnese-argolida-mainland,no,
1475,Καλαμάκι,Kalamaki,Αργολίδα,peloponnese-argolida-mainland,no,
1476,Καραθώνα,Karathona,Αργολίδα,peloponnese-argolida-mainland,no,
1477,Καστράκι,Kastraki,Αργολίδα,peloponnese-argolida-mainland,no,
1504,Κόστα,Kosta,Αργολίδα,peloponnese-argolida-mainland,no,
1500,Κουβέρτα,Kouverta,Αργολίδα,peloponnese-argolida-mainland,no,
1501,Κουνουπί,Kounoupi,Αργολίδα,peloponnese-argolida-mainland,no,
1478,Λεπίτσα,Lepitsa,Αργολίδα,peloponnese-argolida-mainland,no,
1479,Μικρή Βουρλιά,Mikri Vourlia,Αργολίδα,peloponnese-argolida-mainland,no,
