beachId,region,beach,tier,showerCount,nearestM,osmUrls
2408,"South Aegean","Παραλία Καλλιθέας (Tassos)",high,3,17,"https://www.openstreetmap.org/node/8940644728 https://www.openstreetmap.org/node/8940697951 https://www.openstreetmap.org/node/8940678094"
721,"Crete","Άμμος Αγίου Νικολάου",high,1,18,"https://www.openstreetmap.org/node/1278885091"
2112,"South Aegean","Φάρος",high,1,18,"https://www.openstreetmap.org/node/9944276808"
688,"Crete","Μικρό Αμμούδι",high,2,19,"https://www.openstreetmap.org/node/3366664102 https://www.openstreetmap.org/node/11226578561"
2677,"Thessaly","Αλυκές (Βόλος)",high,4,19,"https://www.openstreetmap.org/node/6173439459 https://www.openstreetmap.org/node/6173439458 https://www.openstreetmap.org/node/6173439457 https://www.openstreetmap.org/node/6173439456"
796,"East Macedonia and Thrace","Ψάθα",high,1,19,"https://www.openstreetmap.org/node/3650130240"
676,"Crete","Βλυχί Νερό",high,5,20,"https://www.openstreetmap.org/node/4849809051 https://www.openstreetmap.org/node/4849809052 https://www.openstreetmap.org/node/4849809050 https://www.openstreetmap.org/node/4850515482 https://www.openstreetmap.org/node/4849809053"
2107,"South Aegean","Σεράλια",high,1,20,"https://www.openstreetmap.org/node/9944328797"
723,"Crete","Αμμούδι",high,1,21,"https://www.openstreetmap.org/node/6699360939"
554,"Crete","Παραλία Κούμ Καπί (Kum Kapisi)",high,2,21,"https://www.openstreetmap.org/node/5039699528 https://www.openstreetmap.org/node/10832091692"
1580,"Peloponnese","Παραλία Κότρωνα",high,1,21,"https://www.openstreetmap.org/node/13072269841"
675,"Crete","Βαρκότοπος",high,3,26,"https://www.openstreetmap.org/node/4852017876 https://www.openstreetmap.org/node/4852017875 https://www.openstreetmap.org/node/6858165271"
2330,"South Aegean","Παραλία Παράδεισος",high,2,26,"https://www.openstreetmap.org/node/9004585917 https://www.openstreetmap.org/node/9004446117"
3026,"Attica","ΚΑΑΥ Άγιος Ανδρέας",high,1,26,"https://www.openstreetmap.org/node/13070936477"
930,"Ionian Islands","Alipa beach",high,2,26,"https://www.openstreetmap.org/node/13272848918 https://www.openstreetmap.org/node/11898403901"
1617,"Peloponnese","Καλογριά",high,3,27,"https://www.openstreetmap.org/node/12304308353 https://www.openstreetmap.org/node/3708234626 https://www.openstreetmap.org/way/180337493"
1486,"Peloponnese","Παραλία Βαγιωνία",high,1,27,"https://www.openstreetmap.org/node/9945803547"
2672,"Thessaly","Συκίτσα (Σούρπη)",high,2,27,"https://www.openstreetmap.org/node/10092073750 https://www.openstreetmap.org/node/10092073751"
720,"Crete","Αλμυρός",high,4,29,"https://www.openstreetmap.org/node/13747742612 https://www.openstreetmap.org/node/6564486879 https://www.openstreetmap.org/node/13747727439 https://www.openstreetmap.org/node/6564486878"
529,"Crete","Βρύση",high,1,32,"https://www.openstreetmap.org/node/7727009728"
1418,"North Aegean","Ψιλή Άμμος Μαραθοκάμπου",high,1,32,"https://www.openstreetmap.org/node/8011773120"
746,"Crete","Κιτροπλατεία",high,2,33,"https://www.openstreetmap.org/node/3673431451 https://www.openstreetmap.org/node/7801646588"
0,"Attica","Παραλία Φλοίσβου",high,1,33,"https://www.openstreetmap.org/node/9934215086"
2630,"Thessaly","Μεγάλη Μπανάνα",high,1,33,"https://www.openstreetmap.org/node/13134362448"
2261,"South Aegean","Παραλία Αργίνωντα",high,1,36,"https://www.openstreetmap.org/node/10107595280"
950,"Ionian Islands","Paramonas",high,2,36,"https://www.openstreetmap.org/node/9671622417 https://www.openstreetmap.org/node/9671617217"
981,"Ionian Islands","Παραλία Άγιος Σπυρίδωνας",high,3,36,"https://www.openstreetmap.org/node/10056354734 https://www.openstreetmap.org/node/11898774772 https://www.openstreetmap.org/node/10055905389"
2702,"Thessaly","Νταμούχαρη",high,1,37,"https://www.openstreetmap.org/node/5866009342"
62,"Attica","Κεντρική παραλία Σαρωνίδας",high,2,38,"https://www.openstreetmap.org/node/9976265585 https://www.openstreetmap.org/node/6139087648"
