beachId,region,beach,campsite,distance_m,website
1582,"Peloponnese","Παραλία Μαυροβουνίου","Gythion Bay",674,"https://www.gythiocamping.gr"
1582,"Peloponnese","Παραλία Μαυροβουνίου","Mani beach",924,"https://mani-beach.gr/"
1637,"Peloponnese","Παραλία Μεθώνης","Methoni",726,"https://www.campingmethoni.gr"
1584,"Peloponnese","Παραλία Σαρακίνικο","Simos Camping",607,"https://simoscamping.gr/"
1586,"Peloponnese","Παραλία Σίμος","Simos Camping",1138,"https://simoscamping.gr/"
1495,"Peloponnese","Παραλία Τολού - Ψιλή Άμμος","Lido",309,"http://www.lido.gr"
1495,"Peloponnese","Παραλία Τολού - Ψιλή Άμμος","Sunset",477,"https://www.camping-sunset.gr/"
1495,"Peloponnese","Παραλία Τολού - Ψιλή Άμμος","Xeni",491,"https://www.xeni.gr/"
1643,"Peloponnese","Παραλία Φιλοξενία","Fare",655,""
1644,"Peloponnese","Παραλία Φονέας","Camping Kalogria",2266,"https://www.campingkalogria.gr"
3021,"Peloponnese","Πεταλίδι","Petalidi Beach",2420,"http://www.campingpetalidi.gr/"
1518,"Peloponnese","Πλαζ Παράλιου Άστρους","Thirea",608,"https://www.campingthirea.com/"
1494,"Peloponnese","Πλάκα Δρεπάνου","Triton II",305,"https://www.tritonii.gr/"
1494,"Peloponnese","Πλάκα Δρεπάνου","New Triton",358,"https://www.newtriton.gr"
1494,"Peloponnese","Πλάκα Δρεπάνου","Argolic Strand",486,"https://www.argolic-strand.gr/"
1650,"Peloponnese","Στούπα","Camping Kalogria",406,"https://www.campingkalogria.gr"
1651,"Peloponnese","Τσαπί","Camping Tsapi",149,"https://www.campingtsapi.gr/"
1652,"Peloponnese","Χαλικούρα","Camping Kalogria",655,"https://www.campingkalogria.gr"
1657,"South Aegean","Αγία Άννα","Καστάνης",2431,""
1981,"South Aegean","Αγία Άννα","Maragas Camping",954,"https://www.maragascamping.gr"
1981,"South Aegean","Αγία Άννα","Plaka Camping",2100,"https://www.plakacamping.gr/"
1981,"South Aegean","Αγία Άννα","Naxos Camping",2397,""
1941,"South Aegean","Αγία Άννα Παράγκας","Mykonos Camping",375,"https://www.mycamp.gr/"
1984,"South Aegean","Άγιος Γεώργιος","Naxos Camping",1292,""
2021,"South Aegean","Άγιος Δημήτριος","Blue Aura",2246,"https://www.paroscamping.gr/"
1688,"South Aegean","Αγιος Πέτρος","Camping Andros",1243,"https://www.campingandros.gr/"
1985,"South Aegean","Άγιος Προκόπιος","Maragas Camping",1856,"https://www.maragascamping.gr"
1985,"South Aegean","Άγιος Προκόπιος","Naxos Camping",2475,""
1900,"South Aegean","Άγιος Σώστης","Milos Achivadolimni",2079,"http://www.miloscamping.gr/"
2073,"South Aegean","Αλευράκια","Coralli",1752,"https://www.corallicamping.gr/el/"
2024,"South Aegean","Άσπρος Γκρεμός","Camping Santa Maria",2493,""
2074,"South Aegean","Αυλόμωνας","Coralli",1150,"https://www.corallicamping.gr/el/"
1903,"South Aegean","Αχιβαδολίμνη","Milos Achivadolimni",359,"http://www.miloscamping.gr/"
1743,"South Aegean","Βάρδια","Camping Λιβάδι",1176,"https://folegandros.org"
1744,"South Aegean","Βιτσέντζου","Camping Λιβάδι",477,"https://folegandros.org"
1807,"South Aegean","Βρόσκοπος","Camping Kea",1162,""
2027,"South Aegean","Δελφίνι","Krios beach camping",2451,"https://www.krios-camping.gr/"
1729,"South Aegean","Δεύτερη Ψαραλυκή","Camping Antiparos",1684,""
1730,"South Aegean","Θεολόγος","Camping Antiparos",291,""
1951,"South Aegean","Καλαμοπόδι","Mykonos Camping",505,"https://www.mycamp.gr/"
2080,"South Aegean","Καλό Αμπέλι","Coralli",2238,"https://www.corallicamping.gr/el/"
1812,"South Aegean","Καλόγηρος","Camping Kea",2111,""
1731,"South Aegean","Καλούδια","Camping Antiparos",633,""
2101,"South Aegean","Καμάρες","Camping Makis",270,"http://www.makiscamping.gr"
1660,"South Aegean","Καμπί","Καστάνης",2441,""
2083,"South Aegean","Καράβι","Coralli",449,"https://www.corallicamping.gr/el/"
1746,"South Aegean","Κάτεργο","Camping Λιβάδι",1238,"https://folegandros.org"
2030,"South Aegean","Κολυμπήθρες","Blue Aura",930,"https://www.paroscamping.gr/"
1815,"South Aegean","Κούνδουρος","Camping Kea",2013,""
1747,"South Aegean","Κοχλίδια","Camping Λιβάδι",1059,"https://folegandros.org"
2031,"South Aegean","Κριός","Krios beach camping",774,"https://www.krios-camping.gr/"
2031,"South Aegean","Κριός","KOULA CAMPING",1908,"https://campingkoula.gr"
1705,"South Aegean","Κυπρί","Camping Andros",2267,"https://www.campingandros.gr/"
2032,"South Aegean","Λάγγερη","Camping Santa Maria",820,""
1748,"South Aegean","Λατινάκι","Camping Λιβάδι",583,"https://folegandros.org"
1662,"South Aegean","Λεβρωσός","Aegali camping",726,"https://www.aegialicamping.gr/"
2086,"South Aegean","Λιά","Coralli",2071,"https://www.corallicamping.gr/el/"
2087,"South Aegean","Λιβαδάκια","Coralli",146,"https://www.corallicamping.gr/el/"
1750,"South Aegean","Λιβάδι","Camping Λιβάδι",227,"https://folegandros.org"
2239,"South Aegean","Λιβάδι","κάμπινγκ Αστυπάλαια",2219,"https://astypalaiacamping.gr"
2033,"South Aegean","Λιβάδια","KOULA CAMPING",305,"https://campingkoula.gr"
2033,"South Aegean","Λιβάδια","Krios beach camping",944,"https://www.krios-camping.gr/"
2034,"South Aegean","Λίμνες","Blue Aura",350,"https://www.paroscamping.gr/"
2240,"South Aegean","Μαγαζάκι","κάμπινγκ Αστυπάλαια",2019,"https://astypalaiacamping.gr"
1663,"South Aegean","Μαλτέζι","Δημοτικό Κάμπινγκ Αμοργού",1564,""
1663,"South Aegean","Μαλτέζι","Καστάνης",2466,""
2241,"South Aegean","Μαμούνια","κάμπινγκ Αστυπάλαια",760,"https://astypalaiacamping.gr"
2037,"South Aegean","Μαρτσέλο","Krios beach camping",270,"https://www.krios-camping.gr/"
2037,"South Aegean","Μαρτσέλο","KOULA CAMPING",1484,"https://campingkoula.gr"
1670,"South Aegean","Μικρή Βλυχάδα","Aegali camping",2006,"https://www.aegialicamping.gr/"
2038,"South Aegean","Μικρή Σάντα Μαρία","Camping Santa Maria",1297,""
2041,"South Aegean","Ναυτικός όμιλος Πάρου","KOULA CAMPING",308,"https://campingkoula.gr"
2041,"South Aegean","Ναυτικός όμιλος Πάρου","Krios beach camping",981,"https://www.krios-camping.gr/"
2042,"South Aegean","Ξυφάρα","Camping Santa Maria",1302,""
2010,"South Aegean","Όρκος","Plaka Camping",2358,"https://www.plakacamping.gr/"
1966,"South Aegean","Παράγκα","Mykonos Camping",222,"https://www.mycamp.gr/"
2046,"South Aegean","Παραλία Παροικιάς","KOULA CAMPING",1480,"https://campingkoula.gr"
2046,"South Aegean","Παραλία Παροικιάς","Krios beach camping",1551,"https://www.krios-camping.gr/"
2048,"South Aegean","Πιπέρι","Blue Aura",1708,"https://www.paroscamping.gr/"
2012,"South Aegean","Πλάκα","Plaka Camping",320,"https://www.plakacamping.gr/"
2012,"South Aegean","Πλάκα","Maragas Camping",1535,"https://www.maragascamping.gr"
2247,"South Aegean","Πλάκες","κάμπινγκ Αστυπάλαια",2469,"https://astypalaiacamping.gr"
1969,"South Aegean","Πλατύς Γιαλός","Mykonos Camping",944,"https://www.mycamp.gr/"
1827,"South Aegean","Ποίσσες","Camping Kea",196,""
1753,"South Aegean","Πουντάκι","Camping Λιβάδι",349,"https://folegandros.org"
1920,"South Aegean","Προβατάς","Milos Achivadolimni",1995,"http://www.miloscamping.gr/"
1735,"South Aegean","Πρώτη Ψαραλυκή","Camping Antiparos",1364,""
2051,"South Aegean","Σάντα Μαρία","Camping Santa Maria",144,""
1736,"South Aegean","Σιφνέικο","Camping Antiparos",961,""
2108,"South Aegean","Σπηλιά","Camping Makis",745,"http://www.makiscamping.gr"
2248,"South Aegean","Στενό","κάμπινγκ Αστυπάλαια",2277,"https://astypalaiacamping.gr"
2109,"South Aegean","Τόσο Νερό","Camping Makis",2272,"http://www.makiscamping.gr"
1667,"South Aegean","Φοινικιές","Δημοτικό Κάμπινγκ Αμοργού",1922,""
1834,"South Aegean","Φρέας","Camping Kea",2177,""
1668,"South Aegean","Χόχλακας","Aegali camping",1370,"https://www.aegialicamping.gr/"
1726,"South Aegean","Χρυσή Αμμος","Camping Andros",1779,"https://www.campingandros.gr/"
1835,"South Aegean","Χυλιαμόδου","Camping Kea",2413,""
1979,"South Aegean","Ψαρρού","Mykonos Camping",1507,"https://www.mycamp.gr/"
1669,"South Aegean","Ψιλή Άμμος","Aegali camping",1157,"https://www.aegialicamping.gr/"
1980,"South Aegean","Super Paradise","Mykonos Camping",1702,"https://www.mycamp.gr/"
2673,"Thessaly","Άγιοι Σαράντα","Chorefto Camping",933,"https://www.choreftocamp.gr"
2674,"Thessaly","Άγιος Ιωάννης (Ζαγορά)","Papa Nero",631,"http://www.campingpapanero.com"
2584,"Thessaly","Άγιος Πέτρος","ROCKS",1132,"https://www.campingrocks.eu"
2679,"Thessaly","Βαθιά Σπηλιά","Camping OLIZON",1824,""
2587,"Thessaly","Βρυσίτσα","ROCKS",1433,"https://www.campingrocks.eu"
2581,"Thessaly","Γέρακας","ROCKS",2433,"https://www.campingrocks.eu"
2589,"Thessaly","Γυαλιά","ROCKS",2185,"https://www.campingrocks.eu"
2590,"Thessaly","Καλύβια Αλεξίου","ROCKS",1175,"https://www.campingrocks.eu"
2687,"Thessaly","Καστρί","Kastri Beach",116,"https://www.campingkastribeach.com/"
2592,"Thessaly","Κατερίνας Βάλα","ROCKS",811,"https://www.campingrocks.eu"
2594,"Thessaly","Κοκκινόκαστρο","ROCKS",2274,"https://www.campingrocks.eu"
2595,"Thessaly","Λένα","ROCKS",1850,"https://www.campingrocks.eu"
2692,"Thessaly","Λεπετούς","Kastri Beach",706,"https://www.campingkastribeach.com/"
2697,"Thessaly","Μικρό","Louisa",1358,"https://camplouisa.gr"
2599,"Thessaly","Μουρτίτσα","ROCKS",1370,"https://www.campingrocks.eu"
2600,"Thessaly","Νικόλα Βάλα","ROCKS",606,"https://www.campingrocks.eu"
2702,"Thessaly","Νταμούχαρη","Papa Nero",1688,"http://www.campingpapanero.com"
2704,"Thessaly","Παπά Νερό","Papa Nero",401,"http://www.campingpapanero.com"
2601,"Thessaly","Παραλία Βότση","ROCKS",1830,"https://www.campingrocks.eu"
2602,"Thessaly","Παραλία Βύθισμα","ROCKS",1183,"https://www.campingrocks.eu"
2603,"Thessaly","Παραλία Μεγάλος Μουρτιάς","ROCKS",1647,"https://www.campingrocks.eu"
2604,"Thessaly","Παραλία Μικρός Μουρτιάς","ROCKS",1355,"https://www.campingrocks.eu"
2712,"Thessaly","Παραλία Μπάνικας","Chorefto Camping",1770,"https://www.choreftocamp.gr"
2713,"Thessaly","Παραλία Μπριάνου","Chorefto Camping",1468,"https://www.choreftocamp.gr"
2582,"Thessaly","Παραλία Πατητηρίου","ROCKS",1101,"https://www.campingrocks.eu"
2739,"Thessaly","Παραλία Στομίου","Camping Στομίου",324,""
2705,"Thessaly","Παρίσαινα","Chorefto Camping",1890,"https://www.choreftocamp.gr"
2605,"Thessaly","Πεσκανδρίτσα","ROCKS",950,"https://www.campingrocks.eu"
2716,"Thessaly","Πλάκα (Ζαγορά)","Papa Nero",1377,"http://www.campingpapanero.com"
2606,"Thessaly","Πλάκες","ROCKS",1332,"https://www.campingrocks.eu"
2607,"Thessaly","Ρουσούμ Γιαλός","ROCKS",1256,"https://www.campingrocks.eu"
2608,"Thessaly","Σπαρτίνες","ROCKS",1355,"https://www.campingrocks.eu"
2609,"Thessaly","Σπλιθάρι","ROCKS",1125,"https://www.campingrocks.eu"
2723,"Thessaly","Φτελιά","Kastri Beach",1054,"https://www.campingkastribeach.com/"
2723,"Thessaly","Φτελιά","Louisa",1557,"https://camplouisa.gr"
2725,"Thessaly","Χορευτό","Chorefto Camping",84,"https://www.choreftocamp.gr"
2526,"West Greece","Αγριλιά","Παραλία Αγριλιά",69,""
2503,"West Greece","Αμμόλοφος","Camping Kalogria",551,""
2566,"West Greece","Αρκούδι","Aginara Beach",2185,"https://www.camping-aginara.gr/"
2505,"West Greece","Διγελιώτικα","Οπακε-Ομε ΟΤΕ",1401,"https://opake-ote.gr/"
2570,"West Greece","Μέλισσα","Camping Melissa",398,"https://www.campingmelissa.gr"
2570,"West Greece","Μέλισσα","Fournia Beach",1944,"https://www.fourniabeach.gr"
2572,"West Greece","Παραλία Αγίας Μαρίνας","Palouki",1082,"https://www.camping-palouki.gr/"
2572,"West Greece","Παραλία Αγίας Μαρίνας","Paradise",1543,"https://www.camping-paradise.gr/"
2572,"West Greece","Παραλία Αγίας Μαρίνας","Kourouta",2454,"https://www.harmonyresort.gr/camping/"
2508,"West Greece","Παραλία Ακράτας","Akrata Beach",1392,"https://www.akrata-beach-camping.gr"
2510,"West Greece","Παραλία Γιανισκάρη","Camping Kalogria",1863,""
2574,"West Greece","Παραλία Κουρούτα","Kourouta",615,"https://www.harmonyresort.gr/camping/"
2574,"West Greece","Παραλία Κουρούτα","Paradise",1590,"https://www.camping-paradise.gr/"
2574,"West Greece","Παραλία Κουρούτα","Palouki",2018,"https://www.camping-palouki.gr/"
2577,"West Greece","Παραλία Μαραθιάς","Kourouta",2302,"https://www.harmonyresort.gr/camping/"
3048,"West Greece","ΠΔΕ Κάτω Αχαΐας","Κάτω Αλισσός",2145,"https://www.camping-kato-alissos.gr/"
3053,"West Greece","Πηνειός Γλύφα","Ionion Beach",1550,"http://camping.ionion-beach.gr"
3053,"West Greece","Πηνειός Γλύφα","Aginara Beach",1972,"https://www.camping-aginara.gr/"
2515,"West Greece","Τέμενη","Οπακε-Ομε ΟΤΕ",309,"https://opake-ote.gr/"
2563,"West Greece","Χιόνι","Παραλία Αγριλιά",865,""
